ID,Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Status_Code,Groups_With_Access_Code,Geocode_Status,Latitude,Longitude,Country,Groups_With_Access_Code_French,Access_Code
108,CNG,Clean Energy - Greenpoint - National Grid,287 Maspeth Ave,Brooklyn,NY,11211,E,Public - Credit card at all times,200-8,40.718037,-73.932309,US,Public - Carte de crédit en tout temps,public
112,CNG,Canarsie - National Grid,8424 Ditmas Ave,Brooklyn,NY,11236,E,Public - Credit card at all times,200-8,40.64554,-73.918344,US,Public - Carte de crédit en tout temps,public
124,CNG,Con Edison - W 29th St Service Center,281 11th Ave,New York,NY,10001,E,Public - Card key at all times,200-9,40.752903,-74.005831,US,Public - Carte-clé en tout temps,public
125,CNG,Con Edison - E 16th St Service Center,700 E 16th St,New York,NY,10009,E,Public - Card key at all times,200-8,40.729175,-73.97331,US,Public - Carte-clé en tout temps,public
129,CNG,Con Edison - Van Nest Service Center,1615 Bronxdale Ave,Bronx,NY,10462,E,Public - Card key at all times,GPS,40.8441883,-73.8615724,US,Public - Carte-clé en tout temps,public
130,CNG,Con Edison - Rye Service Center,178 Theodore Fremd Ave,Rye,NY,10580,E,Public - Card key at all times,200-9,40.979001,-73.693048,US,Public - Carte-clé en tout temps,public
132,CNG,Con Edison - College Point Service Center,124-15 31st Ave,Queens,NY,11354,E,Public - Card key at all times,200-8,40.769623,-73.843069,US,Public - Carte-clé en tout temps,public
448,CNG,Clean Energy - Brentwood - National Grid,1650 Islip Ave,Brentwood,NY,11717,T,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),200-8,40.785664,-73.219818,US,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),public
449,CNG,Clean Energy - Hicksville - National Grid,175 E Old Country Rd,Hicksville,NY,11801,E,Public - Credit card at all times,200-8,40.766799,-73.509603,US,Public - Carte de crédit en tout temps,public
703,CNG,Clean Energy - Albany - National Grid,1125 Broadway,Menands,NY,12204,E,Public - Credit card at all times,200-9,42.667569,-73.739345,US,Public - Carte de crédit en tout temps,public
1252,CNG,Nassau Inter-County Express,700 Commercial Ave,Garden City,NY,11530,E,Private - Government only,200-9,40.72954,-73.6075,US,Privé - Réservé au gouvernement,private
13401,LPG,Combined Energy Services,276 E Broadway,Monticello,NY,12701,E,Public,200-9,41.651953,-74.672938,US,Public,public
13444,LPG,Irish Propane,70 Katherine St,Buffalo,NY,14210,E,Public,GPS,42.8601082048398,-78.85922572883605,US,Public,public
18898,CNG,Clean Energy - Riverhead - National Grid,117 Doctors Path,Riverhead,NY,11901,E,Public - Credit card at all times,200-9,40.940028,-72.652774,US,Public - Carte de crédit en tout temps,public
18900,CNG,Clean Energy - Hewlett - National Grid,455 Mill Rd,Valley Stream,NY,11581,E,Public - Credit card at all times,200-8,40.648881,-73.707638,US,Public - Carte de crédit en tout temps,public
21435,CNG,City of Rochester,945 Mt Read Blvd,Rochester,NY,14606,E,Private - Government only,200-9,43.169231,-77.661407,US,Privé - Réservé au gouvernement,private
28252,BD,"NY State Office of Parks, Recreation and Historic Preservation - Planting Fields Arboretum",Planting Fields Rd,Oyster Bay,NY,11771,E,Private - Government only,GPS,40.860392,-73.552931,US,Privé - Réservé au gouvernement,private
29571,BD,John Ray & Sons,2900 6th Ave,Troy,NY,12180,E,Public - Credit card after hours,200-9,42.745934,-73.681895,US,Public - Carte de crédit après les heures d'ouverture,public
30834,CNG,City of New York - Flushing Meadows Corona Park,11101 Corona Ave,Flushing,NY,11368,E,Private - Government only,200-8,40.74099,-73.849958,US,Privé - Réservé au gouvernement,private
32785,CNG,New York State Office of Parks - Recreation and Historic Preservation,1410 Buffalo Ave,Niagara Falls,NY,14303,E,Private - Government only,200-9,43.083477,-79.043775,US,Privé - Réservé au gouvernement,private
32837,CNG,Bronx Zoo,2300 Southern Blvd,Bronx,NY,10460,E,Private,200-9,40.850018,-73.878128,US,Privé,private
32838,CNG,Trillium - MTA New York City Transit - West Farms/Coliseum Depot,1100 E 177th St,Bronx,NY,10460,E,Private - Government only,200-8,40.838672,-73.877566,US,Privé - Réservé au gouvernement,private
32839,CNG,Trillium - MTA - Spring Creek,12755 Flatlands Ave,Brooklyn,NY,11208,E,Private - Government only,200-8,40.661038,-73.864438,US,Privé - Réservé au gouvernement,private
32840,CNG,Trillium - MTA New York City Transit - Jackie Gleason Bus Depot,871 5th Ave,Brooklyn,NY,11232,E,Private - Government only,GPS,40.6529,-74.0023,US,Privé - Réservé au gouvernement,private
33001,E85,Sunoco - McBirney's Auto Service,720 N Broadway,Massapequa,NY,11758,E,Public - Credit card after hours,200-9,40.692812,-73.464669,US,Public - Carte de crédit après les heures d'ouverture,public
33025,E85,Cumberland Farms #3132,511 Duanesburg Rd,Schenectady,NY,12306,E,Public,200-9,42.78657,-73.99777,US,Public,public
33393,E85,Joe's Quick Mart - Shell,1 N Broadway,Irvington,NY,10533,E,Public,200-9,41.039006,-73.865296,US,Public,public
33404,E85,Citgo,1020 Route 109,Lindenhurst,NY,11757,E,Public,200-9,40.715264,-73.393473,US,Public,public
33486,LPG,Ehrhart Propane & Oil,9787 State Route 96,Trumansburg,NY,14886,E,Public,GPS,42.5497889,-76.6744609,US,Public,public
33538,CNG,Trillium - MTA - College Point,128-15 28th Ave,Flushing,NY,11354,E,Private - Government only,200-8,40.773093,-73.839802,US,Privé - Réservé au gouvernement,private
33847,E85,New York State Thruway Authority,200 Southern Blvd,Albany,NY,12209,E,Private - Government only,200-8,42.629724,-73.776371,US,Privé - Réservé au gouvernement,private
33849,E85,Joe's Quick Mart - Shell,9 Haines Rd,Bedford Hills,NY,10507,E,Public,200-9,41.23846,-73.701367,US,Public,public
33851,E85,New York State Thruway Authority - Syracuse Section 6,6150 Tarbell Rd,Syracuse,NY,13206,E,Private - Government only,200-9,43.090389,-76.094177,US,Privé - Réservé au gouvernement,private
33854,E85,New York State Thruway Authority - Newburgh Maintenance,1309 Route 300,Newburgh,NY,12550,E,Private - Government only,200-8,41.509275,-74.06745,US,Privé - Réservé au gouvernement,private
33986,BD,New York State Thruway Authority - Larchmont Section 4,629 5th Ave,Larchmont,NY,10538,E,Private - Government only,200-8,40.931706,-73.766018,US,Privé - Réservé au gouvernement,private
33989,BD,New York State Thruway Authority - Nyack Section 5,201 N Route 303,West Nyack,NY,10994,E,Private - Government only,200-8,41.101648,-73.952196,US,Privé - Réservé au gouvernement,private
34216,E85,BP,67 Croton Point Ave,Croton-on-Hudson,NY,10520,E,Public,200-9,41.194311,-73.880944,US,Public,public
35060,CNG,Manhattan Beer,955 E 149th St,Bronx,NY,10455,E,Private,200-8,40.808151,-73.902589,US,Privé,private
35062,CNG,Long Beach Public Schools,659 Lido Blvd,Point Lookout,NY,11569,E,Private - Government only,GPS,40.59081575559057,-73.61398058095091,US,Privé - Réservé au gouvernement,private
35063,CNG,Manhattan Beer,401 Acorn St,Wyandanch,NY,11798,E,Private,200-8,40.755225,-73.357445,US,Privé,private
35317,CNG,American Natural Gas - National Fuel - Buffalo,365 Mineral Springs Rd,Buffalo,NY,14210,E,Public - Credit card at all times,200-8,42.861455,-78.800352,US,Public - Carte de crédit en tout temps,public
35318,CNG,Clean Energy - Town of Brookhaven,350 Horseblock Rd,Yaphank,NY,11980,E,Public - Credit card at all times,200-8,40.800178,-72.921177,US,Public - Carte de crédit en tout temps,public
35430,E85,Sunoco,4123 Middle Country Rd,Calverton,NY,11933,E,Public,200-9,40.927328,-72.764756,US,Public,public
35431,E85,BP,102 Lake Rd,Congers,NY,10920,E,Public,200-9,41.146978,-73.933908,US,Public,public
35432,E85,Shell - Water Mill Fuel Complex,960 Montauk Hwy,Water Mill,NY,11976,E,Public - Credit card after hours,200-9,40.915415,-72.348133,US,Public - Carte de crédit après les heures d'ouverture,public
35562,ELEC,New York State Energy Research Development Authority - Headquarters,17 Columbia Cir,Albany,NY,12203,E,Private,200-9,42.702424,-73.857693,US,Privé,private
35579,E85,Sunergy,1000 Hicksville Rd,Massapequa,NY,11758,E,Public,200-9,40.691422,-73.477561,US,Public,public
35614,E85,Eddie's Service Center - Citgo,753 E Main St,Kings Park,NY,11754,E,Public,200-9,40.882367,-73.220888,US,Public,public
35822,E85,Village Mobil,88 Wolf Rd,Albany,NY,12205,E,Public,200-9,42.715671,-73.81201,US,Public,public
35824,E85,Gasoline Heaven - Gulf,2088 Jericho Turnpike,Commack,NY,11725,E,Public,200-9,40.844044,-73.277126,US,Public,public
35825,E85,Glenmont Mobil,415 Route 9W,Glenmont,NY,12077,E,Public,GPS,42.601571,-73.792571,US,Public,public
35828,E85,Richie's Citgo,1153 Walt Whitman Rd,Melville,NY,11747,E,Public,200-9,40.791371,-73.41706,US,Public,public
35832,E85,Banahan Brothers,310 Theodore Fremd Ave,Rye,NY,10580,E,Public,200-9,40.977334,-73.695826,US,Public,public
35835,E85,Southfields Valero,1011 Route 17 S,Southfields,NY,10975,E,Public,GPS,41.248483,-74.172356,US,Public,public
35921,E85,Wave,270 W Main St,Patchogue,NY,11772,E,Public,200-9,40.76473,-73.022956,US,Public,public
35983,E85,Bob's Tire and Auto Service,2039 Jericho Turnpike,Commack,NY,11725,E,Public,200-9,40.845379,-73.273087,US,Public,public
35985,E85,Conoco,171 Sunrise Hwy,Rockville Centre,NY,11570,E,Public,200-9,40.657774,-73.649095,US,Public,public
35986,E85,Citgo,557 Route 25A,Rocky Point,NY,11778,E,Public,200-9,40.946992,-72.929752,US,Public,public
36327,E85,Bridgehampton Service Station,2148 Montauk Hwy,Bridgehampton,NY,11932,E,Public,GPS,40.939222,-72.289942,US,Public,public
36328,E85,Gulf Mini Mart,1979 Veterans Hwy,Islandia,NY,11722,E,Public,200-9,40.799926,-73.173583,US,Public,public
36583,CNG,Town of Hempstead - Department of Conservation & Waterways,1401 Lido Blvd,Point Lookout,NY,11569,E,Private,200-8,40.592118,-73.585241,US,Privé,private
36779,CNG,Clean Energy - Town of Smithtown,85 Old Northport Rd,Kings Park,NY,11754,E,Public - Credit card at all times,200-9,40.873372,-73.274183,US,Public - Carte de crédit en tout temps,public
38035,E85,Eastport Valero,125 County Rd 51,Eastport,NY,11941,E,Public,GPS,40.836058,-72.744764,US,Public,public
38500,E85,Horseblock Petroleum,1099 Horseblock Rd,Farmingville,NY,11738,E,Public,200-9,40.829874,-73.014191,US,Public,public
38561,BD,National Grid - Bellmore,2400 Sunrise Hwy,Bellmore,NY,11710,E,Private,200-8,40.665994,-73.538672,US,Privé,private
38563,BD,National Grid - Greenlawn,288 Pulaski Rd,Greenlawn,NY,11740,E,Private,200-8,40.858225,-73.386115,US,Privé,private
38564,BD,National Grid - Patchogue,460 E Main St,Patchogue,NY,11772,E,Private,200-8,40.766924,-72.997863,US,Privé,private
38565,BD,National Grid - Hicksville,175 E Old Country Rd,Hicksville,NY,11801,E,Private,200-8,40.766992,-73.509655,US,Privé,private
39210,E85,Valero - Mount Sinai,767 New York Route 25A,Mt. Sinai,NY,11766,E,Public,GPS,40.9386342806941,-73.00980312540894,US,Public,public
39211,E85,Valero - Selden,1274 Middle Country Rd,Selden,NY,11784,E,Public,200-9,40.862041,-73.057233,US,Public,public
40324,E85,Norman's Auto Service,77-40 Hewlett St,New Hyde Park,NY,11040,E,Public,200-9,40.753274,-73.703397,US,Public,public
40325,E85,Prestige Petroleum - Valero,5306 Route 9W,Newburgh,NY,12550,E,Public,200-9,41.555133,-74.004052,US,Public,public
40632,E85,Conoco,690 Main St,New Rochelle,NY,10801,E,Public,200-9,40.904439,-73.787691,US,Public,public
41240,ELEC,James J Peters VA Medical Center,130 W Kingsbridge Rd,Bronx,NY,10468,E,Private - Government only,GPS,40.867403,-73.906405,US,Privé - Réservé au gouvernement,private
42092,CNG,Clean Energy - Syracuse - National Grid,7496 Round Pond Rd,Syracuse,NY,13212,E,Public - Credit card at all times,200-9,43.135479,-76.087402,US,Public - Carte de crédit en tout temps,public
42093,CNG,Clean N' Green,100 Ransier Dr,Buffalo,NY,14224,E,Public - Credit card at all times,200-9,42.844172,-78.747585,US,Public - Carte de crédit en tout temps,public
42590,CNG,HPW Energy Inc,8246 Route 5,Westfield,NY,14787,E,Public - Credit card at all times,200-9,42.340677,-79.595958,US,Public - Carte de crédit en tout temps,public
43572,E85,US Petroleum,236 Larkfield Rd,East Northport,NY,11731,E,Public,200-9,40.877161,-73.325083,US,Public,public
43645,CNG,American Natural Gas,1392 Route 9,Fort Edward,NY,12828,E,Private,200-8,43.247885,-73.674145,US,Privé,private
43646,CNG,American Natural Gas,54 Doran Ave,Geneva,NY,14456,E,Private,200-9,42.881532,-76.971415,US,Privé,private
44174,ELEC,Thruway Nissan,79 Route 17K,Newburgh,NY,12550,E,Public - Call ahead,200-9,41.504105,-74.068916,US,Public - Appeler à l'avance,public
44175,ELEC,Thruway Nissan,79 Route 17K,Newburgh,NY,12550,E,Private,200-9,41.504105,-74.068916,US,Privé,private
44176,ELEC,Country Club Imports,55 Oneida St,Oneonta,NY,13820,E,Public - Call ahead,GPS,42.451285,-75.100333,US,Public - Appeler à l'avance,public
44177,ELEC,Country Club Imports,55 Oneida St,Oneonta,NY,13820,E,Private,GPS,42.451285,-75.100333,US,Privé,private
44178,ELEC,West-Herr Nissan,3580 Southwestern Blvd,Orchard Park,NY,14127,E,Public - Call ahead,200-9,42.784867,-78.76558,US,Public - Appeler à l'avance,public
44179,ELEC,West-Herr Nissan,3580 Southwestern Blvd,Orchard Park,NY,14127,E,Private,200-9,42.784867,-78.76558,US,Privé,private
44180,ELEC,Nissan 112,730 Route 112,Patchogue,NY,11772,E,Public - Call ahead,GPS,40.792986,-73.00827,US,Public - Appeler à l'avance,public
44181,ELEC,Nissan 112,730 Route 112,Patchogue,NY,11772,E,Private,GPS,40.792986,-73.00827,US,Privé,private
44182,ELEC,Huttig Nissan,4670 State Route 9,Plattsburgh,NY,12901,E,Public - Call ahead,200-9,44.667361,-73.444894,US,Public - Appeler à l'avance,public
44183,ELEC,Huttig Nissan,4670 State Route 9,Plattsburgh,NY,12901,E,Private,200-9,44.667361,-73.444894,US,Privé,private
44184,ELEC,Nissan City - Port Chester,225 Boston Post Rd,Port Chester,NY,10573,E,Public - Call ahead,200-9,40.996358,-73.669405,US,Public - Appeler à l'avance,public
44185,ELEC,Nissan City - Port Chester,225 Boston Post Rd,Port Chester,NY,10573,E,Private,200-9,40.996358,-73.669405,US,Privé,private
44186,ELEC,Riverhead Auto Mall,1800 Old Country Rd,Riverhead,NY,11901,E,Public - Call ahead,GPS,40.924758,-72.704752,US,Public - Appeler à l'avance,public
44187,ELEC,Riverhead Auto Mall,1800 Old Country Rd,Riverhead,NY,11901,E,Private,GPS,40.924758,-72.704752,US,Privé,private
44188,ELEC,Dorschel Nissan,3817 W Henrietta Rd,Rochester,NY,14623,E,Public - Call ahead,200-8,43.077581,-77.641934,US,Public - Appeler à l'avance,public
44189,ELEC,Dorschel Nissan,3817 W Henrietta Rd,Rochester,NY,14623,E,Private,200-8,43.077581,-77.641934,US,Privé,private
44190,ELEC,Nissan of Smithtown,535 Middle Country Rd,St. James,NY,11780,E,Public - Call ahead,200-9,40.859886,-73.162067,US,Public - Appeler à l'avance,public
44191,ELEC,Nissan of Smithtown,535 Middle Country Rd,St. James,NY,11780,E,Private,200-9,40.859886,-73.162067,US,Privé,private
44192,ELEC,Lia Nissan,2233 Central Ave,Schenectady,NY,12304,E,Public - Call ahead,200-9,42.764517,-73.88522,US,Public - Appeler à l'avance,public
44193,ELEC,Lia Nissan,2233 Central Ave,Schenectady,NY,12304,E,Private,200-9,42.764517,-73.88522,US,Privé,private
44198,ELEC,Legend Nissan,268 Jericho Turnpike,Syosset,NY,11791,E,Private,200-9,40.809865,-73.507761,US,Privé,private
44201,ELEC,Gregoris Motors,555 W Merrick Rd,Valley Stream,NY,11580,E,Public - Call ahead,200-9,40.670497,-73.717206,US,Public - Appeler à l'avance,public
44202,ELEC,Gregoris Motors,555 W Merrick Rd,Valley Stream,NY,11580,E,Private,200-9,40.670497,-73.717206,US,Privé,private
44203,ELEC,Legend Nissan,268 Jericho Turnpike,Syosset,NY,11791,E,Public,200-9,40.809865,-73.507761,US,Public,public
44204,ELEC,Serafini Nissan-Volvo,3101 Vestal Pkwy E,Vestal,NY,13850,E,Public - Call ahead,200-9,42.095812,-76.003703,US,Public - Appeler à l'avance,public
44205,ELEC,Serafini Nissan-Volvo,3101 Vestal Pkwy E,Vestal,NY,13850,E,Private,200-9,42.095812,-76.003703,US,Privé,private
44206,ELEC,Poughkeepsie Nissan,1445 Route 9,Wappingers Falls,NY,12590,E,Public - Call ahead,200-9,41.587383,-73.908392,US,Public - Appeler à l'avance,public
44207,ELEC,Poughkeepsie Nissan,1445 Route 9,Wappingers Falls,NY,12590,E,Private,200-9,41.587383,-73.908392,US,Privé,private
44208,ELEC,Vision Nissan,785 Ridge Rd,Webster,NY,14580,E,Public - Call ahead,200-9,43.204065,-77.478237,US,Public - Appeler à l'avance,public
44209,ELEC,Vision Nissan,785 Ridge Rd,Webster,NY,14580,E,Private,200-9,43.204065,-77.478237,US,Privé,private
44212,ELEC,Nissan of Westbury,939 Old Country Rd,Westbury,NY,11590,E,Public - Call ahead,200-8,40.753954,-73.561974,US,Public - Appeler à l'avance,public
44213,ELEC,Nissan of Westbury,939 Old Country Rd,Westbury,NY,11590,E,Private,200-8,40.753954,-73.561974,US,Privé,private
44216,ELEC,West Herr Nissan - Williamsville,8137 Main St,Williamsville,NY,14221,E,Public - Call ahead,GPS,42.96275,-78.691132,US,Public - Appeler à l'avance,public
44218,ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,Yorktown Heights,NY,10598,E,Public - Call ahead,200-8,41.289317,-73.835547,US,Public - Appeler à l'avance,public
44219,ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,Yorktown Heights,NY,10598,E,Private,200-8,41.289317,-73.835547,US,Privé,private
44317,ELEC,Destination Nissan,770 Central Ave,Albany,NY,12206,E,Public - Call ahead,200-9,42.676971,-73.787334,US,Public - Appeler à l'avance,public
44318,ELEC,Destination Nissan,770 Central Ave,Albany,NY,12206,E,Private,200-9,42.676971,-73.787334,US,Privé,private
44319,ELEC,Mike Barney Nissan,3676 Sheridan Dr,Amherst,NY,14226,E,Public - Call ahead,200-9,42.979725,-78.797346,US,Public - Appeler à l'avance,public
44321,ELEC,Lebrun Nissan,396 Grant Ave,Auburn,NY,13021,E,Public - Call ahead,200-9,42.966894,-76.535879,US,Public - Appeler à l'avance,public
44323,ELEC,Star Nissan,20602 Northern Blvd,Bayside,NY,11361,E,Public - Call ahead,200-8,40.758245,-73.776954,US,Public - Appeler à l'avance,public
44324,ELEC,Star Nissan,20602 Northern Blvd,Bayside,NY,11361,E,Private,200-8,40.758245,-73.776954,US,Privé,private
44325,ELEC,Rockland Nissan,608 Route 303,Blauvelt,NY,10913,E,Public - Call ahead,200-9,41.071072,-73.950866,US,Public - Appeler à l'avance,public
44326,ELEC,Rockland Nissan,608 Route 303,Blauvelt,NY,10913,E,Private,200-9,41.071072,-73.950866,US,Privé,private
44327,ELEC,Bay Ridge Nissan,6501 5th Ave,Brooklyn,NY,11220,E,Public - Call ahead,200-9,40.636324,-74.019228,US,Public - Appeler à l'avance,public
44328,ELEC,Bay Ridge Nissan,6501 5th Ave,Brooklyn,NY,11220,E,Private,200-9,40.636324,-74.019228,US,Privé,private
44329,ELEC,Kings Nissan,2758 Coney Island Ave,Brooklyn,NY,11235,E,Public - Call ahead,200-9,40.589167,-73.960707,US,Public - Appeler à l'avance,public
44330,ELEC,Kings Nissan,2758 Coney Island Ave,Brooklyn,NY,11235,E,Private,200-9,40.589167,-73.960707,US,Privé,private
44331,ELEC,Burdick Nissan,5885 E Circle Dr,Cicero,NY,13039,E,Public - Call ahead,200-9,43.147147,-76.114274,US,Public - Appeler à l'avance,public
44332,ELEC,Burdick Nissan,5885 E Circle Dr,Cicero,NY,13039,E,Private,200-9,43.147147,-76.114274,US,Privé,private
44333,ELEC,Hoselton Nissan,66 Marsh Rd,East Rochester,NY,14445,E,Public - Call ahead,200-9,43.100001,-77.481422,US,Public - Appeler à l'avance,public
44334,ELEC,Hoselton Nissan,66 Marsh Rd,East Rochester,NY,14445,E,Private,200-9,43.100001,-77.481422,US,Privé,private
44336,ELEC,Rockaway Nissan,600 Burnside Ave,Inwood,NY,11096,E,Public - Call ahead,200-9,40.622268,-73.742699,US,Public - Appeler à l'avance,public
44337,ELEC,Rockaway Nissan,600 Burnside Ave,Inwood,NY,11096,E,Private,200-9,40.622268,-73.742699,US,Privé,private
44338,ELEC,Maguire Nissan,504 S Meadow St,Ithaca,NY,14850,E,Public - Call ahead,200-9,42.435042,-76.5088,US,Public - Appeler à l'avance,public
44339,ELEC,Maguire Nissan,504 S Meadow St,Ithaca,NY,14850,E,Private,200-9,42.435042,-76.5088,US,Privé,private
44342,ELEC,Nemet Motors,153-12 Hillside Ave,Jamaica,NY,11432,E,Public - Call ahead,200-9,40.707242,-73.803844,US,Public - Appeler à l'avance,public
44343,ELEC,Nemet Motors,153-12 Hillside Ave,Jamaica,NY,11432,E,Private,200-9,40.707242,-73.803844,US,Privé,private
44344,ELEC,Treiber Nissan,320 N Comrie Ave,Johnstown,NY,12095,E,Public - Call ahead,200-9,43.025044,-74.358103,US,Public - Appeler à l'avance,public
44345,ELEC,Treiber Nissan,320 N Comrie Ave,Johnstown,NY,12095,E,Private,200-9,43.025044,-74.358103,US,Privé,private
44346,ELEC,Nissan - Garden City,316 N Franklin St,Hempstead,NY,11550,E,Public - Call ahead,GPS,40.71693,-73.630152,US,Public - Appeler à l'avance,public
44347,ELEC,Nissan - Garden City,316 N Franklin St,Hempstead,NY,11550,E,Private,GPS,40.71693,-73.630152,US,Privé,private
44348,ELEC,Simmons Rockwell Nissan,224 Colonial Dr,Horseheads,NY,14845,E,Public - Call ahead,GPS,42.16246,-76.867435,US,Public - Appeler à l'avance,public
44349,ELEC,Simmons Rockwell Nissan,224 Colonial Dr,Horseheads,NY,14845,E,Private,GPS,42.16246,-76.867435,US,Privé,private
44350,ELEC,Nissan - Huntington,850 E Jericho Turnpike,Huntington Station,NY,11746,E,Public - Call ahead,GPS,40.834455,-73.379693,US,Public - Appeler à l'avance,public
44351,ELEC,Nissan - Huntington,850 E Jericho Turnpike,Huntington Station,NY,11746,E,Private,GPS,40.834455,-73.379693,US,Privé,private
44352,ELEC,Kingston Nissan,140 Route 28,Kingston,NY,12401,E,Public - Call ahead,GPS,41.948965,-74.032033,US,Public - Appeler à l'avance,public
44354,ELEC,West Herr Nissan,6069 S Transit Rd,Lockport,NY,14094,E,Public - Call ahead,200-9,43.128557,-78.696197,US,Public - Appeler à l'avance,public
44355,ELEC,West Herr Nissan,6069 S Transit Rd,Lockport,NY,14094,E,Private,200-9,43.128557,-78.696197,US,Privé,private
44358,ELEC,Nissan Kia - Middletown,4961 Route 17M,New Hampton,NY,10958,E,Public - Call ahead,200-9,41.40859,-74.413372,US,Public - Appeler à l'avance,public
44359,ELEC,Nissan Kia - Middletown,4961 Route 17M,New Hampton,NY,10958,E,Private,200-9,41.40859,-74.413372,US,Privé,private
44360,ELEC,Nissan of New Rochelle,2533 Palmer Ave,New Rochelle,NY,10801,E,Public - Call ahead,200-8,40.919104,-73.776645,US,Public - Appeler à l'avance,public
44361,ELEC,Nissan of New Rochelle,2533 Palmer Ave,New Rochelle,NY,10801,E,Private,200-8,40.919104,-73.776645,US,Privé,private
47311,E85,Brookhaven National Laboratory B-20,Temple Pl,Upton,NY,11973,E,Private - Government only,GPS,40.868691,-72.873968,US,Privé - Réservé au gouvernement,private
47721,ELEC,Baron Nissan,235 Glen Cove Rd,Greenvale,NY,11548,E,Public - Call ahead,GPS,40.816267,-73.625869,US,Public - Appeler à l'avance,public
47722,ELEC,Baron Nissan,235 Glen Cove Rd,Greenvale,NY,11548,E,Private,GPS,40.816267,-73.625869,US,Privé,private
48010,CNG,Town of Oyster Bay,150 Miller Pl,Syosset,NY,11791,E,Private - Government only,200-8,40.784482,-73.5159,US,Privé - Réservé au gouvernement,private
48471,BD,Brookhaven National Laboratory B-20,Temple Pl,Upton,NY,11973,E,Private - Government only,GPS,40.868691,-72.873968,US,Privé - Réservé au gouvernement,private
48893,BD,Mirabito Travel Center,1166 Castle Creek Rd,Castle Creek,NY,13744,E,Public,200-9,42.231607,-75.916744,US,Public,public
48907,CNG,Modern Disposal Services,4746 Model City Rd,Lewiston,NY,14092,E,Private,200-9,43.182614,-78.984194,US,Privé,private
49285,CNG,Village of Minoa,102 Kalin Dr,Minoa,NY,13116,E,Private - Fleet customers only,200-8,43.07816,-75.998345,US,Privé - Réservé aux clients de parcs,private
49313,E85,New York State Thruway Authority - Clarence Travel Plaza,Milepost 412 Westbound,Clarence,NY,14031,E,Public,GPS,42.95248,-78.60289,US,Public,public
49676,ELEC,Vision Nissan Greece,4000 W Ridge Rd,Rochester,NY,14626,E,Public - Call ahead,200-9,43.216099,-77.73619,US,Public - Appeler à l'avance,public
49678,ELEC,Central Avenue Nissan,1919 Central Park Ave,Yonkers,NY,10710,E,Public - Call ahead,GPS,40.964447,-73.840117,US,Public - Appeler à l'avance,public
49679,ELEC,Central Avenue Nissan,1919 Central Park Ave,Yonkers,NY,10710,E,Private,GPS,40.964447,-73.840117,US,Privé,private
49932,ELEC,Shults Nissan,311 Fluvanna Ave,Jamestown,NY,14701,E,Public - Call ahead,200-9,42.115661,-79.253776,US,Public - Appeler à l'avance,public
49933,ELEC,Shults Nissan,311 Fluvanna Ave,Jamestown,NY,14701,E,Private,200-9,42.115661,-79.253776,US,Privé,private
49938,ELEC,Nissan of Queens,9325 Rockaway Blvd,Ozone Park,NY,11417,E,Public - Call ahead,200-9,40.68117,-73.845621,US,Public - Appeler à l'avance,public
49939,ELEC,Nissan of Queens,9325 Rockaway Blvd,Ozone Park,NY,11417,E,Private,200-9,40.68117,-73.845621,US,Privé,private
49941,ELEC,Town of Penfield - Library,1985 Baird Rd,Penfield,NY,14526,E,Public,200-9,43.137476,-77.465214,US,Public,public
50098,LPG,Combined Energy Services,1 Musket Ct,New Hampton,NY,10958,E,Public,200-8,41.397445,-74.384605,US,Public,public
50266,CNG,Waste Management - Rochester,1661 Mount Read Blvd,Rochester,NY,14606,E,Private,200-9,43.184356,-77.659942,US,Privé,private
50854,ELEC,ShopRite Plaza,2333 Nott St E,Niskayuna,NY,12309,E,Public,200-9,42.816614,-73.889657,US,Public,public
51049,E85,Sunoco,200 Route 112,Port Jefferson Station,NY,11776,E,Public - Credit card after hours,200-8,40.933471,-73.05379,US,Public - Carte de crédit après les heures d'ouverture,public
51095,ELEC,TRICITYRENTALS WOODLAKE 2,61 Woodlake Rd N,Albany,NY,12203,E,Public,GPS,42.677277,-73.84716,US,Public,public
51126,LPG,Combined Energy Services,6525 Route 209,Kerhonkson,NY,12446,E,Public,200-9,41.771445,-74.313151,US,Public,public
51184,E85,Bays Mobil,2480 Route 44,Salt Point,NY,12578,E,Public,200-9,41.781388,-73.75974,US,Public,public
51537,ELEC,Fairport Village Landing,100 Fairport Village Landing,Fairport,NY,14450,E,Public,GPS,43.100514,-77.443475,US,Public,public
51610,CNG,Con Edison - Eastview Service Center,315 Old Saw Mill River Rd,Valhalla,NY,10595,E,Public - Card key at all times,200-9,41.08183,-73.825183,US,Public - Carte-clé en tout temps,public
52063,ELEC,Lucas Ford,3245 Hortons Ln,Southold,NY,11971,E,Public,200-9,41.069942,-72.43726,US,Public,public
52970,BD,National Grid - Watertown,21265 New York 232,Watertown,NY,13601,E,Private,200-9,43.92808,-75.947296,US,Privé,private
52974,BD,National Grid - Greenpoint,287 Maspeth Ave,Greenpoint,NY,11211,E,Private,GPS,40.718053,-73.931508,US,Privé,private
