ID,Fuel Type Code,Station Name,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,NG Vehicle Class,EV Connector Types,Groups With Access Code (French),Access Detail Code,CNG Dispenser Num,CNG Vehicle Class,LNG Vehicle Class
162143,ELEC,ERLOWEST ERLOWEST #1,Lake George,NY,,2.0,,ChargePoint Network,GPS,43.447617,-73.69569,,J1772,Public,,,,
162145,ELEC,CITY OF ONEONTA DIETZ STREET,Oneonta,NY,,2.0,,ChargePoint Network,GPS,42.455733,-75.06276,,J1772,Public,,,,
162147,ELEC,RPI 1 RPI FLEET,Troy,NY,,1.0,,ChargePoint Network,GPS,42.732209,-73.671332,,J1772,Public,,,,
162149,ELEC,NEW STATION 01,Huntington,NY,,2.0,,ChargePoint Network,GPS,40.835537,-73.369803,,J1772,Public,,,,
162150,ELEC,IBEW139 EDUCATI STATION 1,Elmira,NY,,2.0,,ChargePoint Network,GPS,42.089325,-76.816073,,J1772,Public,,,,
162151,ELEC,IBEW 325 STATION 1,Binghamton,NY,,2.0,,ChargePoint Network,GPS,42.101268,-75.817186,,J1772,Public,,,,
162152,ELEC,MIDDLE COUNTRY SELDEN,Selden,NY,,2.0,,ChargePoint Network,GPS,40.867476,-73.033034,,J1772,Public,,,,
162153,ELEC,ERIE COUNTY COMO PARK,Lancaster,NY,,2.0,,ChargePoint Network,GPS,42.88817,-78.660489,,J1772,Public,,,,
162156,ELEC,WCS NS1 SOUTHERN,Bronx,NY,,2.0,,ChargePoint Network,GPS,40.850625,-73.881132,,J1772,Public,,,,
162157,ELEC,TRISTATELUXURY LOT CHARGER,Huntington,NY,,2.0,,ChargePoint Network,GPS,40.832688,-73.359725,,J1772,Public,,,,
162158,ELEC,DOUBLEDAY EV COOPERSTOWN 1,Cooperstown,NY,,1.0,,ChargePoint Network,GPS,42.700018,-74.926284,,J1772,Public,,,,
162160,ELEC,LOCKS PLAZA LOCK PLAZA,Lockport,NY,,2.0,,ChargePoint Network,GPS,43.16932,-78.695433,,J1772,Public,,,,
162162,ELEC,ALBANY COUNTY NURSING HOME,Albany,NY,,2.0,,ChargePoint Network,GPS,42.74327,-73.814908,,J1772,Public,,,,
162164,ELEC,WOODLAWN GARAGE WOODLAWN,Saratoga Springs,NY,,2.0,,ChargePoint Network,GPS,43.084416,-73.78644,,J1772,Public,,,,
162165,ELEC,MASPETH FEDERAL MASPETH 1,Maspeth,NY,,2.0,,ChargePoint Network,GPS,40.726232,-73.895705,,J1772,Public,,,,
162166,ELEC,NY STATE PARKS HARBOR PARK,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.845382,-78.863831,,J1772,Public,,,,
162167,ELEC,ERIE COUNTY CHESTNUT RIDGE,Orchard Park,NY,,2.0,,ChargePoint Network,GPS,42.722323,-78.7443,,J1772,Public,,,,
162168,ELEC,IBEW LU86 IBEW LU86,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.096721,-77.676694,,J1772,Public,,,,
162170,ELEC,ULSTER COUNTY HEALTH DEPT 3,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.917121,-74.019023,,J1772,Public,,,,
162171,ELEC,ULSTER COUNTY COURTHOUSE 1,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.932845,-74.020676,,J1772,Public,,,,
162173,ELEC,ROCHESTER NY ROC CITY HALL1,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.156992,-77.614895,,J1772,Public,,,,
162174,ELEC,ALBANY COUNTY TIMES UNION GA2,Albany,NY,,2.0,,ChargePoint Network,GPS,42.649236,-73.756103,,J1772,Public,,,,
162175,ELEC,JATC LU840 JATC LU840,Geneva,NY,,2.0,,ChargePoint Network,GPS,42.86074,-77.049868,,J1772,Public,,,,
162176,ELEC,JATC LU41 JATC LU41,Orchard Park,NY,,2.0,,ChargePoint Network,GPS,42.787197,-78.787821,,J1772,Public,,,,
162177,ELEC,NATIONAL GRID KOHLS HUDSON,Hudson,NY,,2.0,,ChargePoint Network,GPS,42.281075,-73.751372,,J1772,Public,,,,
162178,ELEC,JATC LU25 JATC LU25,Hauppauge,NY,,2.0,,ChargePoint Network,GPS,40.808219,-73.241735,,J1772,Public,,,,
162179,ELEC,LIA HONDA SHOP2,Buffalo,NY,,1.0,,ChargePoint Network,GPS,42.980741,-78.695452,,J1772,Public,,,,
162180,ELEC,LIA HONDA STATION1,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.980606,-78.696452,,J1772,Public,,,,
162181,ELEC,VILLAGEHALL VILLAGE HALL,Rhinebeck,NY,,2.0,,ChargePoint Network,GPS,41.926403,-73.909853,,J1772,Public,,,,
162182,ELEC,JATC LU 363 LU 363 1,Harriman,NY,,2.0,,ChargePoint Network,GPS,41.309697,-74.133095,,J1772,Public,,,,
162183,ELEC,DEWITT EV 1 STATION 2,East Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.046277,-76.049236,,J1772,Public,,,,
162186,ELEC,RED HOOK V. RED HOOK,Red Hook,NY,,2.0,,ChargePoint Network,GPS,41.994604,-73.87644,,J1772,Public,,,,
162189,ELEC,CDTA TRAIN STATION,Rensselaer,NY,,2.0,,ChargePoint Network,GPS,42.64059,-73.740738,,J1772,Public,,,,
162190,ELEC,SUNY NEW PALTZ SUNY NEW PALTZ,New Paltz,NY,,2.0,,ChargePoint Network,GPS,41.738917,-74.080123,,J1772,Public,,,,
162191,ELEC,SUNY NEW PALTZ ELTING GYM 1,New Paltz,NY,,2.0,,ChargePoint Network,GPS,41.742648,-74.084088,,J1772,Public,,,,
162192,ELEC,OUTSIDE SHOP01,Schenectady,NY,,1.0,,ChargePoint Network,GPS,42.845972,-73.943175,,J1772,Public,,,,
162193,ELEC,AUSTERLITZ EVSE AUSTERLITZ EVSE,Spencertown,NY,,2.0,,ChargePoint Network,GPS,42.323037,-73.545487,,J1772,Public,,,,
162194,ELEC,NATIONAL GRID U OF ALBANY,Albany,NY,,2.0,,ChargePoint Network,GPS,42.688931,-73.823026,,J1772,Public,,,,
162196,ELEC,NATIONAL GRID KOHLS SARATOGA,Saratoga Springs,NY,,2.0,,ChargePoint Network,GPS,43.097209,-73.746601,,J1772,Public,,,,
162197,ELEC,NATIONAL GRID CHILIS GLENMONT,Glenmont,NY,,2.0,,ChargePoint Network,GPS,42.603303,-73.790054,,J1772,Public,,,,
162198,ELEC,NATIONAL GRID VENT CLIFTON,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.869606,-73.823986,,J1772,Public,,,,
162199,ELEC,NATIONAL GRID KOHLS CLIFTON,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.860939,-73.771285,,J1772,Public,,,,
162200,ELEC,NATIONAL GRID HOMEWOOD SUITES,Albany,NY,,2.0,,ChargePoint Network,GPS,42.725844,-73.799419,,J1772,Public,,,,
162201,ELEC,NATIONAL GRID SUNY 1,Albany,NY,,2.0,,ChargePoint Network,GPS,42.659167,-73.772672,,J1772,Public,,,,
162202,ELEC,NATIONAL GRID CHILIS ALBANY,Colonie,NY,,2.0,,ChargePoint Network,GPS,42.714731,-73.814118,,J1772,Public,,,,
162203,ELEC,NATIONAL GRID KOHLS ALBANY,Albany,NY,,2.0,,ChargePoint Network,GPS,42.729741,-73.851066,,J1772,Public,,,,
162204,ELEC,NATIONAL GRID COVANTA ENERGY,Jamesville,NY,,2.0,,ChargePoint Network,GPS,43.00504,-76.116311,,J1772,Public,,,,
162205,ELEC,NATIONAL GRID ST LAWRENCE,Canton,NY,,2.0,,ChargePoint Network,GPS,44.58617,-75.163936,,J1772,Public,,,,
162206,ELEC,NATIONAL GRID KOHLS BUFFALO,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.94474,-78.870385,,J1772,Public,,,,
162207,ELEC,NATIONAL GRID CHILI'S NIAGARA,Niagara Falls,NY,,2.0,,ChargePoint Network,GPS,43.094737,-78.973192,,J1772,Public,,,,
162208,ELEC,NATIONAL GRID KOHLS AMHERST,Buffalo,NY,,2.0,,ChargePoint Network,GPS,43.039273,-78.820953,,J1772,Public,,,,
162209,ELEC,NATIONAL GRID NEW HAMPTON INN,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.094833,-76.172042,,J1772,Public,,,,
162210,ELEC,NATIONAL GRID CHILISLIVERPOOL,Liverpool,NY,,2.0,,ChargePoint Network,GPS,43.184548,-76.238194,,J1772,Public,,,,
162212,ELEC,NATIONAL GRID BUFFALO ZOO,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.937071,-78.851964,,J1772,Public,,,,
162213,ELEC,NATIONAL GRID ONONDAGA LAKE,Liverpool,NY,,2.0,,ChargePoint Network,GPS,43.100499,-76.206647,,J1772,Public,,,,
162214,ELEC,NATIONAL GRID CHILIS AMHERST,Amherst,NY,,2.0,,ChargePoint Network,GPS,42.984648,-78.821984,,J1772,Public,,,,
162215,ELEC,NATIONAL GRID HOLIDAY INN,Lake George,NY,,2.0,,ChargePoint Network,GPS,43.414528,-73.714398,,J1772,Public,,,,
162217,ELEC,NATIONAL GRID SUNY COBLESKILL,Cobleskill,NY,,2.0,,ChargePoint Network,GPS,42.670143,-74.507792,,J1772,Public,,,,
162218,ELEC,NATIONAL GRID GLENS FALLS,Glens Falls,NY,,2.0,,ChargePoint Network,GPS,43.305308,-73.649371,,J1772,Public,,,,
162219,ELEC,SKIDMORE SKIDMORE,Saratoga Springs,NY,,2.0,,ChargePoint Network,GPS,43.098187,-73.783673,,J1772,Public,,,,
162220,ELEC,NATIONAL GRID SCHENECTADY CCC,Schenectady,NY,,2.0,,ChargePoint Network,GPS,42.815176,-73.952875,,J1772,Public,,,,
162222,ELEC,NATIONAL GRID UNCLE SAM,Troy,NY,,2.0,,ChargePoint Network,GPS,42.732976,-73.689525,,J1772,Public,,,,
162223,ELEC,NATIONAL GRID EMPIRE STATE,Saratoga Springs,NY,,2.0,,ChargePoint Network,GPS,43.077743,-73.804522,,J1772,Public,,,,
162224,ELEC,NATIONAL GRID KOHLS AMSTERDAM,Amsterdam,NY,,2.0,,ChargePoint Network,GPS,42.964365,-74.189901,,J1772,Public,,,,
162225,ELEC,NATIONAL GRID UNION COLLEGE,Schenectady,NY,,2.0,,ChargePoint Network,GPS,42.814021,-73.934518,,J1772,Public,,,,
162226,ELEC,SOLOMON TWIN LAKES APT,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.854624,-73.768548,,J1772,Public,,,,
162227,ELEC,NORTH WOOD STATION 1,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.486806,-76.470601,,J1772,Public,,,,
162228,ELEC,854ELLICOTT 854 ELLICOTT 8,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.901641,-78.867271,,J1772,Public,,,,
162230,ELEC,NATIONAL GRID MISCI,Schenectady,NY,,1.0,,ChargePoint Network,GPS,42.812593,-73.93316,,J1772,Public,,,,
162231,ELEC,NATIONAL GRID TOPS WATERTOWN,Watertown,NY,,2.0,,ChargePoint Network,GPS,43.99481,-75.90173,,J1772,Public,,,,
162232,ELEC,NATIONAL GRID 1 BRIDGE PLAZA,Ogdensburg,NY,,2.0,,ChargePoint Network,GPS,44.718303,-75.455798,,J1772,Public,,,,
162233,ELEC,NATIONAL GRID SUNY NAVELDEAN,Canton,NY,,2.0,,ChargePoint Network,GPS,44.600904,-75.182876,,J1772,Public,,,,
162234,ELEC,NATIONAL GRID CHADWICK MARINA,Dunkirk,NY,,2.0,,ChargePoint Network,GPS,42.487682,-79.335875,,J1772,Public,,,,
162235,ELEC,CHAUTAUQUA CHAUTUAQUA,Dunkirk,NY,,2.0,,ChargePoint Network,GPS,42.464198,-79.280122,,J1772,Public,,,,
162236,ELEC,NATIONAL GRID SUNY IT,Utica,NY,,2.0,,ChargePoint Network,GPS,43.135329,-75.227342,,J1772,Public,,,,
162237,ELEC,NATIONAL GRID KOHLS OLEAN,Olean,NY,,2.0,,ChargePoint Network,GPS,42.081885,-78.427994,,J1772,Public,,,,
162238,ELEC,NATIONAL GRID NFTA HAMBURG,Hamburg,NY,,2.0,,ChargePoint Network,GPS,42.773708,-78.861556,,J1772,Public,,,,
162239,ELEC,NATIONAL GRID NIAGARA FALLS 1,Niagara Falls,NY,,2.0,,ChargePoint Network,GPS,43.086961,-79.065842,,J1772,Public,,,,
162240,ELEC,NATIONAL GRID LONGWAYS DINER,Watertown,NY,,2.0,,ChargePoint Network,GPS,44.041112,-75.899785,,J1772,Public,,,,
162241,ELEC,NATIONAL GRID SUNY NANOTECH,Albany,NY,,2.0,,ChargePoint Network,GPS,42.690456,-73.833055,,J1772,Public,,,,
162242,ELEC,NATIONAL GRID NIAGARA FALLS 2,Niagara Falls,NY,,2.0,,ChargePoint Network,GPS,43.081539,-79.070427,,J1772,Public,,,,
162244,ELEC,NATIONAL GRID DAVIDSONS BREW,Queensbury,NY,,2.0,,ChargePoint Network,GPS,43.343451,-73.6857,,J1772,Public,,,,
162245,ELEC,NATIONAL GRID NICHOLS,Liverpool,NY,,2.0,,ChargePoint Network,GPS,43.101581,-76.207455,,J1772,Public,,,,
162246,ELEC,NATIONAL GRID COMFORT INN,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.990251,-78.790769,,J1772,Public,,,,
162247,ELEC,NATIONAL GRID RIVERVIEW SOLAR,Tonawanda,NY,,2.0,,ChargePoint Network,GPS,43.000068,-78.91095,,J1772,Public,,,,
162248,ELEC,NATIONAL GRID TOPSWILLIAMSVLL,Williamsville,NY,,2.0,,ChargePoint Network,GPS,42.962402,-78.757219,,J1772,Public,,,,
162249,ELEC,NATIONAL GRID HOLIDAY VALLEY,Ellicottville,NY,,2.0,,ChargePoint Network,GPS,42.2618,-78.663077,,J1772,Public,,,,
162250,ELEC,NATIONAL GRID BISSEL HALL,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.998555,-78.781323,,J1772,Public,,,,
162251,ELEC,NATIONAL GRID JEFFERSON 1,Watertown,NY,,1.0,,ChargePoint Network,GPS,43.992703,-75.932701,,J1772,Public,,,,
162252,ELEC,PUBLIC RESTROOM WOODSTOCK COMME,Woodstock,NY,,2.0,,ChargePoint Network,GPS,42.041481,-74.117992,,J1772,Public,,,,
162253,ELEC,PUBLIC RESTROOM WOODSTOCK COMMU,Woodstock,NY,,2.0,,ChargePoint Network,GPS,42.044798,-74.118166,,J1772,Public,,,,
162254,ELEC,HUNTER LOT MAMARONECK,Mamaroneck,NY,,2.0,,ChargePoint Network,GPS,40.949583,-73.735136,,J1772,Public,,,,
162255,ELEC,COMFORT INN COMFORT INN,Scotia,NY,,2.0,,ChargePoint Network,GPS,42.83427,-73.969972,,J1772,Public,,,,
162256,ELEC,HASLETT PARK STATION 01,Fort Plain,NY,,2.0,,ChargePoint Network,GPS,42.931182,-74.62216,,J1772,Public,,,,
162257,ELEC,CHATHAM EVC CHATHAM,Chatham,NY,,2.0,,ChargePoint Network,GPS,42.363258,-73.594529,,J1772,Public,,,,
162258,ELEC,NORDEN LOFTS NORDEN LOFTS 1,White Plains,NY,,2.0,,ChargePoint Network,GPS,41.027494,-73.777716,,J1772,Public,,,,
162259,ELEC,KINGSTON CORNELL ST. LOT,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.929587,-74.002941,,J1772,Public,,,,
162260,ELEC,NATIONAL GRID CHILIS CLIFTON,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.863462,-73.771907,,J1772,Public,,,,
162261,ELEC,KINGSTON VISITORS CENTER,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.918516,-73.982758,,J1772,Public,,,,
162262,ELEC,KINGSTON TR GALLO PARK,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.917631,-73.983671,,J1772,Public,,,,
162263,ELEC,ITHACA VISITORS COLLEGE CIRCLE,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.411718,-76.500837,,J1772,Public,,,,
162264,ELEC,RPI 1 RPI 1,Troy,NY,,2.0,,ChargePoint Network,GPS,42.731386,-73.669086,,J1772,Public,,,,
162266,ELEC,U OF R GOERGEN CENTER,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.129952,-77.629051,,J1772,Public,,,,
162267,ELEC,U OF R HELEN WOOD HALL,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.1209,-77.625625,,J1772,Public,,,,
162268,ELEC,JAMESTOWN BPU FAST CHARGER 01,Jamestown,NY,,,1.0,ChargePoint Network,GPS,42.096388,-79.245617,,CHADEMO J1772COMBO,Public,,,,
162269,ELEC,NORTHLAND 2,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.917819,-78.834371,,J1772,Public,,,,
162270,ELEC,GLOVERS PARKING STATION 2,Westhampton Beach,NY,,2.0,,ChargePoint Network,GPS,40.81219,-72.643446,,J1772,Public,,,,
162272,ELEC,PPC STATION 2,Bridgeport,NY,,2.0,,ChargePoint Network,GPS,43.153646,-75.965958,,J1772,Public,,,,
162273,ELEC,SIBLEY SQUARE MORTIMER FL3 LS,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.157718,-77.606969,,J1772,Public,,,,
162275,ELEC,COE ITC SYRACUSE UNIV,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.049634,-76.141079,,J1772,Public,,,,
162276,ELEC,TOWN OF BABYLON TOWN ANNEX 2,North Babylon,NY,,1.0,,ChargePoint Network,GPS,40.727922,-73.330925,,J1772,Public,,,,
162277,ELEC,TOWN OF BABYLON TOWN HALL 2,Lindenhurst,NY,,1.0,,ChargePoint Network,GPS,40.704729,-73.375555,,J1772,Public,,,,
162278,ELEC,TOWN OF BABYLON PHELPS LANE 1,North Babylon,NY,,1.0,,ChargePoint Network,GPS,40.725474,-73.331427,,J1772,Public,,,,
162279,ELEC,TOWN OF BABYLON OVERLOOK 2,Babylon,NY,,1.0,,ChargePoint Network,GPS,40.63372,-73.333663,,J1772,Public,,,,
162280,ELEC,TOWN OF BABYLON TANNER PARK 1,Amityville,NY,,1.0,,ChargePoint Network,GPS,40.656891,-73.39625,,J1772,Public,,,,
162282,ELEC,TOWNOFHEMPSTEAD EAST MARINA 1N,Point Lookout,NY,,2.0,,ChargePoint Network,GPS,40.592463,-73.584309,,J1772,Public,,,,
162285,ELEC,PANYNJ LGA WEST 1,Flushing,NY,,1.0,,ChargePoint Network,GPS,40.773116,-73.874977,,J1772,Public,,,,
162286,ELEC,TOWN OF BABYLON TOWN HALL 1,Lindenhurst,NY,,1.0,,ChargePoint Network,GPS,40.704737,-73.375554,,J1772,Public,,,,
162287,ELEC,PANYNJ LGA WEST 3,East Elmhurst,NY,,1.0,,ChargePoint Network,GPS,40.773009,-73.875324,,J1772,Public,,,,
162288,ELEC,WATERCLUB2582 GARAGE 2 CHARGE,Poughkeepsie,NY,,2.0,,ChargePoint Network,GPS,41.698847,-73.937505,,J1772,Public,,,,
162290,ELEC,HOLT1 HOLT,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.439069,-76.510104,,J1772,Public,,,,
162291,ELEC,VISITORS TOWN OF CLAY,Clay,NY,,2.0,,ChargePoint Network,GPS,43.18702,-76.208299,,J1772,Public,,,,
162292,ELEC,K&H STATION 1 KELLY & HAYES,Nesconset,NY,,2.0,,ChargePoint Network,GPS,40.853892,-73.159923,,J1772,Public,,,,
162293,ELEC,STRAND THEATRE THE STRAND,Old Forge,NY,,2.0,,ChargePoint Network,GPS,43.710848,-74.972152,,J1772,Public,,,,
162295,ELEC,OSSINING TOWN RYDER PARK,Ossining,NY,,2.0,,ChargePoint Network,GPS,41.166687,-73.827925,,J1772,Public,,,,
162296,ELEC,CITY OF ITHACA DRYDEN,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.442142,-76.486112,,J1772,Public,,,,
162297,ELEC,OSSINING TOWN LOUIS ENGEL,Ossining,NY,,2.0,,ChargePoint Network,GPS,41.156094,-73.86964,,J1772,Public,,,,
162298,ELEC,OSSINING TOWN CEDAR LANE,Ossining,NY,,2.0,,ChargePoint Network,GPS,41.191609,-73.854692,,J1772,Public,,,,
162299,ELEC,VILLAGE HF HGHLAND FALLS,Highland Falls,NY,,2.0,,ChargePoint Network,GPS,41.37257,-73.964104,,J1772,Public,,,,
162300,ELEC,WOODLAWN GARAGE SARATOGA,Saratoga Springs,NY,,2.0,,ChargePoint Network,GPS,43.081886,-73.786524,,J1772,Public,,,,
162301,ELEC,WILLIAMSVILLE VILLAGE HALL 1,Williamsville,NY,,2.0,,ChargePoint Network,GPS,42.961981,-78.745451,,J1772,Public,,,,
162302,ELEC,CDTA DEFREESTVILLE,Rensselaer,NY,,2.0,,ChargePoint Network,GPS,42.65268,-73.696239,,J1772,Public,,,,
162303,ELEC,E.H. VILLAGE LONGTERMLOT1,East Hampton,NY,,2.0,,ChargePoint Network,GPS,40.963082,-72.192633,,J1772,Public,,,,
162304,ELEC,210 HANCOCK STATION 1,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.448275,-76.503354,,J1772,Public,,,,
162305,ELEC,STATION PC VILLA ROMA,Callicoon,NY,,2.0,,ChargePoint Network,GPS,41.760472,-74.974674,,J1772,Public,,,,
162306,ELEC,DMV PARKING LOT JOHNSTOWN,Johnstown,NY,,2.0,,ChargePoint Network,GPS,43.006616,-74.375423,,J1772,Public,,,,
162307,ELEC,CITY OF ITHACA SENECA STREET,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.440667,-76.496214,,J1772,Public,,,,
162308,ELEC,5TH AVE 5TH AVE TROY,Troy,NY,,2.0,,ChargePoint Network,GPS,42.730522,-73.68806,,J1772,Public,,,,
162309,ELEC,SULLIVAN CENTER ROCK HILL,Rock Hill,NY,,2.0,,ChargePoint Network,GPS,41.623169,-74.590722,,J1772,Public,,,,
162310,ELEC,TOWNHALLSTATION HILLSDALE,Hillsdale,NY,,2.0,,ChargePoint Network,GPS,42.179557,-73.526568,,J1772,Public,,,,
162311,ELEC,UTICA CITY HALL CITY OF UTICA,Utica,NY,,2.0,,ChargePoint Network,GPS,43.101554,-75.235544,,J1772,Public,,,,
162313,ELEC,CHEEKTOWAGA CHEEKTOWAGA,Cheektowaga,NY,,2.0,,ChargePoint Network,GPS,42.913478,-78.789878,,J1772,Public,,,,
162314,ELEC,TOWN OF AURORA AURORA,East Aurora,NY,,2.0,,ChargePoint Network,GPS,42.764935,-78.613315,,J1772,Public,,,,
162315,ELEC,ITHACA VISITORS ITHACA COLLEGE,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.420935,-76.500084,,J1772,Public,,,,
162317,ELEC,HUNTER MOUNTAIN HUNTER,Hunter,NY,,2.0,,ChargePoint Network,GPS,42.205127,-74.212669,,J1772,Public,,,,
162318,ELEC,LIBRARY 1 HERKIMER,Herkimer,NY,,2.0,,ChargePoint Network,GPS,43.027471,-74.988937,,J1772,Public,,,,
162319,ELEC,OLD TOWN HALL CAROLINE,Slaterville Springs,NY,,2.0,,ChargePoint Network,GPS,42.394245,-76.35049,,J1772,Public,,,,
162320,ELEC,STATION 1 @ VIL VICTOR,Victor,NY,,2.0,,ChargePoint Network,GPS,42.981755,-77.40836,,J1772,Public,,,,
162322,ELEC,VILLAGE HALL WELCOME CENTER,Brockport,NY,,2.0,,ChargePoint Network,GPS,43.215696,-77.937193,,J1772,Public,,,,
162323,ELEC,CAYUGA STATION ALL PRO GARAGE,Ithaca,NY,,2.0,,ChargePoint Network,GPS,42.437359,-76.498744,,J1772,Public,,,,
162325,ELEC,BETHEL BETHEL,Kauneonga Lake,NY,,2.0,,ChargePoint Network,GPS,41.685982,-74.830789,,J1772,Public,,,,
162326,ELEC,HOTEL INN AT THE FALL,Poughkeepsie,NY,,2.0,,ChargePoint Network,GPS,41.654736,-73.870968,,J1772,Public,,,,
162327,ELEC,ULYSSES TOWN ULYSSES,Trumansburg,NY,,2.0,,ChargePoint Network,GPS,42.541251,-76.661435,,J1772,Public,,,,
162328,ELEC,EVCHARGE BEACH LOT,Trumansburg,NY,,2.0,,ChargePoint Network,GPS,42.544649,-76.596445,,J1772,Public,,,,
162331,ELEC,STATION 1 SCRIBNERS,Hunter,NY,,2.0,,ChargePoint Network,GPS,42.203996,-74.196529,,J1772,Public,,,,
162332,ELEC,ELECTRIC CAT CATSKILL DISTIL,Bethel,NY,,2.0,,ChargePoint Network,GPS,41.684274,-74.877327,,J1772,Public,,,,
162333,ELEC,PARKING GARAGE1 PARKING GARAGE,Auburn,NY,,2.0,,ChargePoint Network,GPS,42.930293,-76.567186,,J1772,Public,,,,
162334,ELEC,BEDFORD_EV JAY ST LOT,Katonah,NY,,2.0,,ChargePoint Network,GPS,41.259179,-73.682656,,J1772,Public,,,,
162335,ELEC,BEDFORDEV METRO NORTH RR1,Bedford Hills,NY,,2.0,,ChargePoint Network,GPS,41.237361,-73.700105,,J1772,Public,,,,
162336,ELEC,BEDFORDEV TOWN HALL,Bedford Hills,NY,,2.0,,ChargePoint Network,GPS,41.23982,-73.699073,,J1772,Public,,,,
162337,ELEC,ICE RINK ICE RINK,Saugerties,NY,,2.0,,ChargePoint Network,GPS,42.090708,-73.951019,,J1772,Public,,,,
162338,ELEC,BEDFORDEV MEMORIAL PARK 2,Bedford Hills,NY,,2.0,,ChargePoint Network,GPS,41.234114,-73.706621,,J1772,Public,,,,
162339,ELEC,BEDFORD_EV KATONAH LOT 1,Katonah,NY,,2.0,,ChargePoint Network,GPS,41.259809,-73.683831,,J1772,Public,,,,
162340,ELEC,BEDFORDEV MEMORIAL PARK 1,Bedford,NY,,2.0,,ChargePoint Network,GPS,41.197058,-73.644729,,J1772,Public,,,,
162341,ELEC,SCHENECTADY CENTRAL PARK,Schenectady,NY,,2.0,,ChargePoint Network,GPS,42.799875,-73.908554,,J1772,Public,,,,
162342,ELEC,SCHENECTADY CITY HALL,Schenectady,NY,,2.0,,ChargePoint Network,GPS,42.814348,-73.939017,,J1772,Public,,,,
162344,ELEC,SCHENECTADY ERIE BLVD,Schenectady,NY,,2.0,,ChargePoint Network,GPS,42.813077,-73.945836,,J1772,Public,,,,
162345,ELEC,MUNICIPAL EVSE PARK STREET 1,Glens Falls,NY,,2.0,,ChargePoint Network,GPS,43.30791,-73.644584,,J1772,Public,,,,
162346,ELEC,STATE ROUTE 42 THOMPSON TOWN H,Monticello,NY,,2.0,,ChargePoint Network,GPS,41.668821,-74.672147,,J1772,Public,,,,
162347,ELEC,24 STATE STREET PITTSFORD,Pittsford,NY,,2.0,,ChargePoint Network,GPS,43.09121,-77.514398,,J1772,Public,,,,
162348,ELEC,STONY BROOK UNV AERTC 1,Stony Brook,NY,,2.0,,ChargePoint Network,GPS,40.904154,-73.134871,,J1772,Public,,,,
162350,ELEC,CITYOFGLEN COVE PULASKI ST GARG,Glen Cove,NY,,2.0,,ChargePoint Network,GPS,40.864321,-73.631261,,J1772,Public,,,,
162351,ELEC,ULSTER COUNTY DSS 1,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.948038,-73.996345,,J1772,Public,,,,
162352,ELEC,ULSTER COUNTY CARR BUILDING,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.932591,-74.016136,,J1772,Public,,,,
162353,ELEC,TIOGA HOTEL CASINO 1,Nichols,NY,,2.0,,ChargePoint Network,GPS,42.024208,-76.41078,,J1772,Public,,,,
162355,ELEC,VILLAGE HALL STATION,Brockport,NY,,2.0,,ChargePoint Network,GPS,43.214395,-77.936224,,J1772,Public,,,,
162356,ELEC,SHELTER ISLAND STATION 1,Shelter Island,NY,,2.0,,ChargePoint Network,GPS,41.069794,-72.338548,,J1772,Public,,,,
162360,ELEC,EVCS1 CANANDAIGUA,Canandaigua,NY,,2.0,,ChargePoint Network,GPS,42.886636,-77.279259,,J1772,Public,,,,
