ID,Fuel Type Code,Station Name,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,NG Vehicle Class,EV Connector Types,Groups With Access Code (French),Access Detail Code,CNG Dispenser Num,CNG Vehicle Class,LNG Vehicle Class
108,CNG,Clean Energy - Greenpoint - National Grid,Brooklyn,NY,,,,,200-8,40.718037,-73.932309,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,HD,
112,CNG,Canarsie - National Grid,Brooklyn,NY,,,,,200-8,40.64554,-73.918344,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
124,CNG,Con Edison - W 29th St Service Center,New York,NY,,,,,200-9,40.752903,-74.005831,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
125,CNG,Con Edison - E 16th St Service Center,New York,NY,,,,,200-8,40.729175,-73.97331,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
129,CNG,Con Edison - Van Nest Service Center,Bronx,NY,,,,,GPS,40.8441883,-73.8615724,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
130,CNG,Con Edison - Rye Service Center,Rye,NY,,,,,200-9,40.979001,-73.693048,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
132,CNG,Con Edison - College Point Service Center,Queens,NY,,,,,200-8,40.769623,-73.843069,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
448,CNG,Clean Energy - Brentwood - National Grid,Brentwood,NY,,,,,200-8,40.785664,-73.219818,MD,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),CREDIT_CARD_ALWAYS,1.0,MD,
449,CNG,Clean Energy - Hicksville - National Grid,Hicksville,NY,,,,,200-8,40.766799,-73.509603,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
703,CNG,Clean Energy - Albany - National Grid,Menands,NY,,,,,200-9,42.667569,-73.739345,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,MD,
1252,CNG,Nassau Inter-County Express,Garden City,NY,,,,,200-9,40.72954,-73.6075,HD,,Privé - Réservé au gouvernement,GOVERNMENT,,HD,
13401,LPG,Combined Energy Services,Monticello,NY,,,,,200-9,41.651953,-74.672938,,,Public,,,,
13444,LPG,Irish Propane,Buffalo,NY,,,,,GPS,42.8601082048398,-78.85922572883605,,,Public,,,,
18898,CNG,Clean Energy - Riverhead - National Grid,Riverhead,NY,,,,,200-9,40.940028,-72.652774,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
18900,CNG,Clean Energy - Hewlett - National Grid,Valley Stream,NY,,,,,200-8,40.648881,-73.707638,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
21435,CNG,City of Rochester,Rochester,NY,,,,,200-9,43.169231,-77.661407,LD,,Privé - Réservé au gouvernement,GOVERNMENT,,LD,
28252,BD,"NY State Office of Parks, Recreation and Historic Preservation - Planting Fields Arboretum",Oyster Bay,NY,,,,,GPS,40.860392,-73.552931,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
29571,BD,John Ray & Sons,Troy,NY,,,,,200-9,42.745934,-73.681895,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
30834,CNG,City of New York - Flushing Meadows Corona Park,Flushing,NY,,,,,200-8,40.74099,-73.849958,LD,,Privé - Réservé au gouvernement,GOVERNMENT,,LD,
32785,CNG,New York State Office of Parks - Recreation and Historic Preservation,Niagara Falls,NY,,,,,200-9,43.083477,-79.043775,MD,,Privé - Réservé au gouvernement,GOVERNMENT,,MD,
32837,CNG,Bronx Zoo,Bronx,NY,,,,,200-9,40.850018,-73.878128,MD,,Privé,,,MD,
32838,CNG,Trillium - MTA New York City Transit - West Farms/Coliseum Depot,Bronx,NY,,,,,200-8,40.838672,-73.877566,MD,,Privé - Réservé au gouvernement,GOVERNMENT,,MD,
32839,CNG,Trillium - MTA - Spring Creek,Brooklyn,NY,,,,,200-8,40.661038,-73.864438,HD,,Privé - Réservé au gouvernement,GOVERNMENT,,HD,
32840,CNG,Trillium - MTA New York City Transit - Jackie Gleason Bus Depot,Brooklyn,NY,,,,,GPS,40.6529,-74.0023,HD,,Privé - Réservé au gouvernement,GOVERNMENT,3.0,HD,
33001,E85,Sunoco - McBirney's Auto Service,Massapequa,NY,,,,,200-9,40.692812,-73.464669,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
33025,E85,Cumberland Farms #3132,Schenectady,NY,,,,,200-9,42.78657,-73.99777,,,Public,,,,
33393,E85,Joe's Quick Mart - Shell,Irvington,NY,,,,,200-9,41.039006,-73.865296,,,Public,,,,
33404,E85,Citgo,Lindenhurst,NY,,,,,200-9,40.715264,-73.393473,,,Public,,,,
33486,LPG,Ehrhart Propane & Oil,Trumansburg,NY,,,,,GPS,42.5497889,-76.6744609,,,Public,,,,
33538,CNG,Trillium - MTA - College Point,Flushing,NY,,,,,200-8,40.773093,-73.839802,HD,,Privé - Réservé au gouvernement,GOVERNMENT,,HD,
33847,E85,New York State Thruway Authority,Albany,NY,,,,,200-8,42.629724,-73.776371,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
33849,E85,Joe's Quick Mart - Shell,Bedford Hills,NY,,,,,200-9,41.23846,-73.701367,,,Public,,,,
33851,E85,New York State Thruway Authority - Syracuse Section 6,Syracuse,NY,,,,,200-9,43.090389,-76.094177,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
33854,E85,New York State Thruway Authority - Newburgh Maintenance,Newburgh,NY,,,,,200-8,41.509275,-74.06745,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
33986,BD,New York State Thruway Authority - Larchmont Section 4,Larchmont,NY,,,,,200-8,40.931706,-73.766018,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
33989,BD,New York State Thruway Authority - Nyack Section 5,West Nyack,NY,,,,,200-8,41.101648,-73.952196,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
34216,E85,BP,Croton-on-Hudson,NY,,,,,200-9,41.194311,-73.880944,,,Public,,,,
35060,CNG,Manhattan Beer,Bronx,NY,,,,,200-8,40.808151,-73.902589,HD,,Privé,,,HD,
35062,CNG,Long Beach Public Schools,Point Lookout,NY,,,,,GPS,40.59081575559057,-73.61398058095091,HD,,Privé - Réservé au gouvernement,GOVERNMENT,,HD,
35063,CNG,Manhattan Beer,Wyandanch,NY,,,,,200-8,40.755225,-73.357445,HD,,Privé,,,HD,
35317,CNG,American Natural Gas - National Fuel - Buffalo,Buffalo,NY,,,,,200-8,42.861455,-78.800352,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
35318,CNG,Clean Energy - Town of Brookhaven,Yaphank,NY,,,,,200-8,40.800178,-72.921177,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
35430,E85,Sunoco,Calverton,NY,,,,,200-9,40.927328,-72.764756,,,Public,,,,
35431,E85,BP,Congers,NY,,,,,200-9,41.146978,-73.933908,,,Public,,,,
35432,E85,Shell - Water Mill Fuel Complex,Water Mill,NY,,,,,200-9,40.915415,-72.348133,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
35562,ELEC,New York State Energy Research Development Authority - Headquarters,Albany,NY,1.0,7.0,,Non-Networked,200-9,42.702424,-73.857693,,J1772 NEMA520,Privé,,,,
35579,E85,Sunergy,Massapequa,NY,,,,,200-9,40.691422,-73.477561,,,Public,,,,
35614,E85,Eddie's Service Center - Citgo,Kings Park,NY,,,,,200-9,40.882367,-73.220888,,,Public,,,,
35822,E85,Village Mobil,Albany,NY,,,,,200-9,42.715671,-73.81201,,,Public,,,,
35824,E85,Gasoline Heaven - Gulf,Commack,NY,,,,,200-9,40.844044,-73.277126,,,Public,,,,
35825,E85,Glenmont Mobil,Glenmont,NY,,,,,GPS,42.601571,-73.792571,,,Public,,,,
35828,E85,Richie's Citgo,Melville,NY,,,,,200-9,40.791371,-73.41706,,,Public,,,,
35832,E85,Banahan Brothers,Rye,NY,,,,,200-9,40.977334,-73.695826,,,Public,,,,
35835,E85,Southfields Valero,Southfields,NY,,,,,GPS,41.248483,-74.172356,,,Public,,,,
35921,E85,Wave,Patchogue,NY,,,,,200-9,40.76473,-73.022956,,,Public,,,,
35983,E85,Bob's Tire and Auto Service,Commack,NY,,,,,200-9,40.845379,-73.273087,,,Public,,,,
35985,E85,Conoco,Rockville Centre,NY,,,,,200-9,40.657774,-73.649095,,,Public,,,,
35986,E85,Citgo,Rocky Point,NY,,,,,200-9,40.946992,-72.929752,,,Public,,,,
36327,E85,Bridgehampton Service Station,Bridgehampton,NY,,,,,GPS,40.939222,-72.289942,,,Public,,,,
36328,E85,Gulf Mini Mart,Islandia,NY,,,,,200-9,40.799926,-73.173583,,,Public,,,,
36583,CNG,Town of Hempstead - Department of Conservation & Waterways,Point Lookout,NY,,,,,200-8,40.592118,-73.585241,HD,,Privé,,,HD,
36779,CNG,Clean Energy - Town of Smithtown,Kings Park,NY,,,,,200-9,40.873372,-73.274183,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,MD,
38035,E85,Eastport Valero,Eastport,NY,,,,,GPS,40.836058,-72.744764,,,Public,,,,
38500,E85,Horseblock Petroleum,Farmingville,NY,,,,,200-9,40.829874,-73.014191,,,Public,,,,
38561,BD,National Grid - Bellmore,Bellmore,NY,,,,,200-8,40.665994,-73.538672,,,Privé,,,,
38563,BD,National Grid - Greenlawn,Greenlawn,NY,,,,,200-8,40.858225,-73.386115,,,Privé,,,,
38564,BD,National Grid - Patchogue,Patchogue,NY,,,,,200-8,40.766924,-72.997863,,,Privé,,,,
38565,BD,National Grid - Hicksville,Hicksville,NY,,,,,200-8,40.766992,-73.509655,,,Privé,,,,
39210,E85,Valero - Mount Sinai,Mt. Sinai,NY,,,,,GPS,40.9386342806941,-73.00980312540894,,,Public,,,,
39211,E85,Valero - Selden,Selden,NY,,,,,200-9,40.862041,-73.057233,,,Public,,,,
40324,E85,Norman's Auto Service,New Hyde Park,NY,,,,,200-9,40.753274,-73.703397,,,Public,,,,
40325,E85,Prestige Petroleum - Valero,Newburgh,NY,,,,,200-9,41.555133,-74.004052,,,Public,,,,
40632,E85,Conoco,New Rochelle,NY,,,,,200-9,40.904439,-73.787691,,,Public,,,,
41240,ELEC,James J Peters VA Medical Center,Bronx,NY,,2.0,,Non-Networked,GPS,40.867403,-73.906405,,J1772,Privé - Réservé au gouvernement,GOVERNMENT,,,
42092,CNG,Clean Energy - Syracuse - National Grid,Syracuse,NY,,,,,200-9,43.135479,-76.087402,MD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,MD,
42093,CNG,Clean N' Green,Buffalo,NY,,,,,200-9,42.844172,-78.747585,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,2.0,HD,
42590,CNG,HPW Energy Inc,Westfield,NY,,,,,200-9,42.340677,-79.595958,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,1.0,HD,
43572,E85,US Petroleum,East Northport,NY,,,,,200-9,40.877161,-73.325083,,,Public,,,,
43645,CNG,American Natural Gas,Fort Edward,NY,,,,,200-8,43.247885,-73.674145,HD,,Privé,,2.0,HD,
43646,CNG,American Natural Gas,Geneva,NY,,,,,200-9,42.881532,-76.971415,HD,,Privé,,,HD,
44174,ELEC,Thruway Nissan,Newburgh,NY,,1.0,,Non-Networked,200-9,41.504105,-74.068916,,J1772,Public - Appeler à l'avance,CALL,,,
44175,ELEC,Thruway Nissan,Newburgh,NY,,1.0,,Non-Networked,200-9,41.504105,-74.068916,,J1772,Privé,,,,
44176,ELEC,Country Club Imports,Oneonta,NY,,2.0,2.0,Non-Networked,GPS,42.451285,-75.100333,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
44177,ELEC,Country Club Imports,Oneonta,NY,,1.0,,Non-Networked,GPS,42.451285,-75.100333,,J1772,Privé,,,,
44178,ELEC,West-Herr Nissan,Orchard Park,NY,,1.0,,Non-Networked,200-9,42.784867,-78.76558,,J1772,Public - Appeler à l'avance,CALL,,,
44179,ELEC,West-Herr Nissan,Orchard Park,NY,,1.0,,Non-Networked,200-9,42.784867,-78.76558,,J1772,Privé,,,,
44180,ELEC,Nissan 112,Patchogue,NY,,1.0,1.0,Non-Networked,GPS,40.792986,-73.00827,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44181,ELEC,Nissan 112,Patchogue,NY,,1.0,,Non-Networked,GPS,40.792986,-73.00827,,J1772,Privé,,,,
44182,ELEC,Huttig Nissan,Plattsburgh,NY,,1.0,,Non-Networked,200-9,44.667361,-73.444894,,J1772,Public - Appeler à l'avance,CALL,,,
44183,ELEC,Huttig Nissan,Plattsburgh,NY,,1.0,,Non-Networked,200-9,44.667361,-73.444894,,J1772,Privé,,,,
44184,ELEC,Nissan City - Port Chester,Port Chester,NY,,1.0,,Non-Networked,200-9,40.996358,-73.669405,,J1772,Public - Appeler à l'avance,CALL,,,
44185,ELEC,Nissan City - Port Chester,Port Chester,NY,,1.0,,Non-Networked,200-9,40.996358,-73.669405,,J1772,Privé,,,,
44186,ELEC,Riverhead Auto Mall,Riverhead,NY,,2.0,2.0,Non-Networked,GPS,40.924758,-72.704752,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
44187,ELEC,Riverhead Auto Mall,Riverhead,NY,,1.0,,Non-Networked,GPS,40.924758,-72.704752,,J1772,Privé,,,,
44188,ELEC,Dorschel Nissan,Rochester,NY,,3.0,,Non-Networked,200-8,43.077581,-77.641934,,J1772,Public - Appeler à l'avance,CALL,,,
44189,ELEC,Dorschel Nissan,Rochester,NY,,1.0,,Non-Networked,200-8,43.077581,-77.641934,,J1772,Privé,,,,
44190,ELEC,Nissan of Smithtown,St. James,NY,,1.0,1.0,Non-Networked,200-9,40.859886,-73.162067,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44191,ELEC,Nissan of Smithtown,St. James,NY,,1.0,,Non-Networked,200-9,40.859886,-73.162067,,J1772,Privé,,,,
44192,ELEC,Lia Nissan,Schenectady,NY,,1.0,,Non-Networked,200-9,42.764517,-73.88522,,J1772,Public - Appeler à l'avance,CALL,,,
44193,ELEC,Lia Nissan,Schenectady,NY,,1.0,,Non-Networked,200-9,42.764517,-73.88522,,J1772,Privé,,,,
44198,ELEC,Legend Nissan,Syosset,NY,,1.0,,Non-Networked,200-9,40.809865,-73.507761,,J1772,Privé,,,,
44201,ELEC,Gregoris Motors,Valley Stream,NY,,1.0,,Non-Networked,200-9,40.670497,-73.717206,,J1772,Public - Appeler à l'avance,CALL,,,
44202,ELEC,Gregoris Motors,Valley Stream,NY,,1.0,,Non-Networked,200-9,40.670497,-73.717206,,J1772,Privé,,,,
44203,ELEC,Legend Nissan,Syosset,NY,,1.0,1.0,Non-Networked,200-9,40.809865,-73.507761,,CHADEMO J1772 J1772COMBO,Public,,,,
44204,ELEC,Serafini Nissan-Volvo,Vestal,NY,,1.0,,Non-Networked,200-9,42.095812,-76.003703,,J1772,Public - Appeler à l'avance,CALL,,,
44205,ELEC,Serafini Nissan-Volvo,Vestal,NY,,1.0,,Non-Networked,200-9,42.095812,-76.003703,,J1772,Privé,,,,
44206,ELEC,Poughkeepsie Nissan,Wappingers Falls,NY,,1.0,,Non-Networked,200-9,41.587383,-73.908392,,J1772,Public - Appeler à l'avance,CALL,,,
44207,ELEC,Poughkeepsie Nissan,Wappingers Falls,NY,,1.0,,Non-Networked,200-9,41.587383,-73.908392,,J1772,Privé,,,,
44208,ELEC,Vision Nissan,Webster,NY,,1.0,,Non-Networked,200-9,43.204065,-77.478237,,J1772,Public - Appeler à l'avance,CALL,,,
44209,ELEC,Vision Nissan,Webster,NY,,1.0,,Non-Networked,200-9,43.204065,-77.478237,,J1772,Privé,,,,
44212,ELEC,Nissan of Westbury,Westbury,NY,,1.0,1.0,Non-Networked,200-8,40.753954,-73.561974,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44213,ELEC,Nissan of Westbury,Westbury,NY,,1.0,,Non-Networked,200-8,40.753954,-73.561974,,J1772,Privé,,,,
44216,ELEC,West Herr Nissan - Williamsville,Williamsville,NY,,1.0,,Non-Networked,GPS,42.96275,-78.691132,,J1772,Public - Appeler à l'avance,CALL,,,
44218,ELEC,Nissan of Yorktown Heights,Yorktown Heights,NY,,2.0,1.0,Non-Networked,200-8,41.289317,-73.835547,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
44219,ELEC,Nissan of Yorktown Heights,Yorktown Heights,NY,,1.0,,Non-Networked,200-8,41.289317,-73.835547,,J1772,Privé,,,,
44317,ELEC,Destination Nissan,Albany,NY,,1.0,,Non-Networked,200-9,42.676971,-73.787334,,J1772,Public - Appeler à l'avance,CALL,,,
44318,ELEC,Destination Nissan,Albany,NY,,1.0,,Non-Networked,200-9,42.676971,-73.787334,,J1772,Privé,,,,
44319,ELEC,Mike Barney Nissan,Amherst,NY,,2.0,,Non-Networked,200-9,42.979725,-78.797346,,J1772,Public - Appeler à l'avance,CALL,,,
44321,ELEC,Lebrun Nissan,Auburn,NY,,1.0,,Non-Networked,200-9,42.966894,-76.535879,,J1772,Public - Appeler à l'avance,CALL,,,
44323,ELEC,Star Nissan,Bayside,NY,,1.0,,Non-Networked,200-8,40.758245,-73.776954,,J1772,Public - Appeler à l'avance,CALL,,,
44324,ELEC,Star Nissan,Bayside,NY,,1.0,,Non-Networked,200-8,40.758245,-73.776954,,J1772,Privé,,,,
44325,ELEC,Rockland Nissan,Blauvelt,NY,,1.0,,Non-Networked,200-9,41.071072,-73.950866,,J1772,Public - Appeler à l'avance,CALL,,,
44326,ELEC,Rockland Nissan,Blauvelt,NY,,1.0,,Non-Networked,200-9,41.071072,-73.950866,,J1772,Privé,,,,
44327,ELEC,Bay Ridge Nissan,Brooklyn,NY,,1.0,,Non-Networked,200-9,40.636324,-74.019228,,J1772,Public - Appeler à l'avance,CALL,,,
44328,ELEC,Bay Ridge Nissan,Brooklyn,NY,,1.0,,Non-Networked,200-9,40.636324,-74.019228,,J1772,Privé,,,,
44329,ELEC,Kings Nissan,Brooklyn,NY,,1.0,,Non-Networked,200-9,40.589167,-73.960707,,J1772,Public - Appeler à l'avance,CALL,,,
44330,ELEC,Kings Nissan,Brooklyn,NY,,1.0,,Non-Networked,200-9,40.589167,-73.960707,,J1772,Privé,,,,
44331,ELEC,Burdick Nissan,Cicero,NY,,1.0,,Non-Networked,200-9,43.147147,-76.114274,,J1772,Public - Appeler à l'avance,CALL,,,
44332,ELEC,Burdick Nissan,Cicero,NY,,1.0,,Non-Networked,200-9,43.147147,-76.114274,,J1772,Privé,,,,
44333,ELEC,Hoselton Nissan,East Rochester,NY,,1.0,,Non-Networked,200-9,43.100001,-77.481422,,J1772,Public - Appeler à l'avance,CALL,,,
44334,ELEC,Hoselton Nissan,East Rochester,NY,,1.0,,Non-Networked,200-9,43.100001,-77.481422,,J1772,Privé,,,,
44336,ELEC,Rockaway Nissan,Inwood,NY,,1.0,,Non-Networked,200-9,40.622268,-73.742699,,J1772,Public - Appeler à l'avance,CALL,,,
44337,ELEC,Rockaway Nissan,Inwood,NY,,1.0,,Non-Networked,200-9,40.622268,-73.742699,,J1772,Privé,,,,
44338,ELEC,Maguire Nissan,Ithaca,NY,,1.0,,Non-Networked,200-9,42.435042,-76.5088,,J1772,Public - Appeler à l'avance,CALL,,,
44339,ELEC,Maguire Nissan,Ithaca,NY,,1.0,,Non-Networked,200-9,42.435042,-76.5088,,J1772,Privé,,,,
44342,ELEC,Nemet Motors,Jamaica,NY,,1.0,,Non-Networked,200-9,40.707242,-73.803844,,J1772,Public - Appeler à l'avance,CALL,,,
44343,ELEC,Nemet Motors,Jamaica,NY,,1.0,,Non-Networked,200-9,40.707242,-73.803844,,J1772,Privé,,,,
44344,ELEC,Treiber Nissan,Johnstown,NY,,1.0,,Non-Networked,200-9,43.025044,-74.358103,,J1772,Public - Appeler à l'avance,CALL,,,
44345,ELEC,Treiber Nissan,Johnstown,NY,,1.0,,Non-Networked,200-9,43.025044,-74.358103,,J1772,Privé,,,,
44346,ELEC,Nissan - Garden City,Hempstead,NY,,1.0,1.0,Non-Networked,GPS,40.71693,-73.630152,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44347,ELEC,Nissan - Garden City,Hempstead,NY,,1.0,,Non-Networked,GPS,40.71693,-73.630152,,J1772,Privé,,,,
44348,ELEC,Simmons Rockwell Nissan,Horseheads,NY,,1.0,1.0,Non-Networked,GPS,42.16246,-76.867435,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
44349,ELEC,Simmons Rockwell Nissan,Horseheads,NY,,1.0,,Non-Networked,GPS,42.16246,-76.867435,,J1772,Privé,,,,
44350,ELEC,Nissan - Huntington,Huntington Station,NY,,1.0,1.0,Non-Networked,GPS,40.834455,-73.379693,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44351,ELEC,Nissan - Huntington,Huntington Station,NY,,1.0,,Non-Networked,GPS,40.834455,-73.379693,,J1772,Privé,,,,
44352,ELEC,Kingston Nissan,Kingston,NY,,1.0,1.0,Non-Networked,GPS,41.948965,-74.032033,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
44354,ELEC,West Herr Nissan,Lockport,NY,,1.0,,Non-Networked,200-9,43.128557,-78.696197,,J1772,Public - Appeler à l'avance,CALL,,,
44355,ELEC,West Herr Nissan,Lockport,NY,,1.0,,Non-Networked,200-9,43.128557,-78.696197,,J1772,Privé,,,,
44358,ELEC,Nissan Kia - Middletown,New Hampton,NY,,1.0,,Non-Networked,200-9,41.40859,-74.413372,,J1772,Public - Appeler à l'avance,CALL,,,
44359,ELEC,Nissan Kia - Middletown,New Hampton,NY,,1.0,,Non-Networked,200-9,41.40859,-74.413372,,J1772,Privé,,,,
44360,ELEC,Nissan of New Rochelle,New Rochelle,NY,,1.0,1.0,Non-Networked,200-8,40.919104,-73.776645,,CHADEMO J1772 J1772COMBO,Public - Appeler à l'avance,CALL,,,
44361,ELEC,Nissan of New Rochelle,New Rochelle,NY,,1.0,,Non-Networked,200-8,40.919104,-73.776645,,J1772,Privé,,,,
47311,E85,Brookhaven National Laboratory B-20,Upton,NY,,,,,GPS,40.868691,-72.873968,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
47721,ELEC,Baron Nissan,Greenvale,NY,,1.0,,Non-Networked,GPS,40.816267,-73.625869,,J1772,Public - Appeler à l'avance,CALL,,,
47722,ELEC,Baron Nissan,Greenvale,NY,,1.0,,Non-Networked,GPS,40.816267,-73.625869,,J1772,Privé,,,,
48010,CNG,Town of Oyster Bay,Syosset,NY,,,,,200-8,40.784482,-73.5159,HD,,Privé - Réservé au gouvernement,GOVERNMENT,4.0,HD,
48471,BD,Brookhaven National Laboratory B-20,Upton,NY,,,,,GPS,40.868691,-72.873968,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
48893,BD,Mirabito Travel Center,Castle Creek,NY,,,,,200-9,42.231607,-75.916744,,,Public,,,,
48907,CNG,Modern Disposal Services,Lewiston,NY,,,,,200-9,43.182614,-78.984194,HD,,Privé,,40.0,HD,
49285,CNG,Village of Minoa,Minoa,NY,,,,,200-8,43.07816,-75.998345,HD,,Privé - Réservé aux clients de parcs,FLEET,,HD,
49313,E85,New York State Thruway Authority - Clarence Travel Plaza,Clarence,NY,,,,,GPS,42.95248,-78.60289,,,Public,,,,
49676,ELEC,Vision Nissan Greece,Rochester,NY,,3.0,,Non-Networked,200-9,43.216099,-77.73619,,J1772,Public - Appeler à l'avance,CALL,,,
49678,ELEC,Central Avenue Nissan,Yonkers,NY,,1.0,1.0,Non-Networked,GPS,40.964447,-73.840117,,CHADEMO J1772,Public - Appeler à l'avance,CALL,,,
49679,ELEC,Central Avenue Nissan,Yonkers,NY,,2.0,,Non-Networked,GPS,40.964447,-73.840117,,J1772,Privé,,,,
49932,ELEC,Shults Nissan,Jamestown,NY,,1.0,,Non-Networked,200-9,42.115661,-79.253776,,J1772,Public - Appeler à l'avance,CALL,,,
49933,ELEC,Shults Nissan,Jamestown,NY,,1.0,,Non-Networked,200-9,42.115661,-79.253776,,J1772,Privé,,,,
49938,ELEC,Nissan of Queens,Ozone Park,NY,,1.0,,Non-Networked,200-9,40.68117,-73.845621,,J1772,Public - Appeler à l'avance,CALL,,,
49939,ELEC,Nissan of Queens,Ozone Park,NY,,1.0,,Non-Networked,200-9,40.68117,-73.845621,,J1772,Privé,,,,
49941,ELEC,Town of Penfield - Library,Penfield,NY,,1.0,,Non-Networked,200-9,43.137476,-77.465214,,J1772,Public,,,,
50098,LPG,Combined Energy Services,New Hampton,NY,,,,,200-8,41.397445,-74.384605,,,Public,,,,
50266,CNG,Waste Management - Rochester,Rochester,NY,,,,,200-9,43.184356,-77.659942,HD,,Privé,,1.0,HD,
50854,ELEC,ShopRite Plaza,Niskayuna,NY,,2.0,,Non-Networked,200-9,42.816614,-73.889657,,J1772,Public,,,,
51049,E85,Sunoco,Port Jefferson Station,NY,,,,,200-8,40.933471,-73.05379,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
51095,ELEC,TRICITYRENTALS WOODLAKE 2,Albany,NY,,2.0,,ChargePoint Network,GPS,42.677277,-73.84716,,J1772,Public,,,,
51126,LPG,Combined Energy Services,Kerhonkson,NY,,,,,200-9,41.771445,-74.313151,,,Public,,,,
51184,E85,Bays Mobil,Salt Point,NY,,,,,200-9,41.781388,-73.75974,,,Public,,,,
51537,ELEC,Fairport Village Landing,Fairport,NY,,6.0,,EV Connect,GPS,43.100514,-77.443475,,J1772,Public,,,,
51610,CNG,Con Edison - Eastview Service Center,Valhalla,NY,,,,,200-9,41.08183,-73.825183,MD,,Public - Carte-clé en tout temps,KEY_ALWAYS,1.0,MD,
52063,ELEC,Lucas Ford,Southold,NY,,2.0,,Non-Networked,200-9,41.069942,-72.43726,,J1772,Public,,,,
52970,BD,National Grid - Watertown,Watertown,NY,,,,,200-9,43.92808,-75.947296,,,Privé,,,,
52974,BD,National Grid - Greenpoint,Greenpoint,NY,,,,,GPS,40.718053,-73.931508,,,Privé,,,,
52975,BD,National Grid - Beacon North,Syracuse,NY,,,,,200-9,43.135479,-76.087402,,,Privé,,,,
52977,BD,Monroe County Regional Transportation - FEV Green Fuel Station,Rochester,NY,,,,,200-8,43.239997,-77.57094,,,Privé - Réservé au gouvernement,GOVERNMENT,,,
52979,BD,National Grid - Roslyn,Roslyn,NY,,,,,GPS,40.7478941,-73.6403215,,,Privé,,,,
53442,ELEC,Ruge's Chevrolet,Millbrook,NY,,1.0,,Non-Networked,200-9,41.791563,-73.659717,,J1772,Public - Appeler à l'avance,CALL,,,
53633,CNG,Trillium - Mirabito,Kirkwood,NY,,,,,200-9,42.102397,-75.839707,HD,,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,3.0,HD,
53849,E85,OK Petroleum,Centereach,NY,,,,,200-9,40.858097,-73.082718,,,Public,,,,
53851,E85,Mike's Super Citgo,West Babylon,NY,,,,,200-9,40.713916,-73.343892,,,TEMPORAIREMENT SUSPENDU (Public),,,,
53852,E85,BP,Yonkers,NY,,,,,200-9,40.94611,-73.88224,,,Public - Carte de crédit après les heures d'ouverture,CREDIT_CARD_AFTER_HOURS,,,
