pickup_date,trip_distance,fare_amount,tip_amount,PULocationID,DOLocationID,total_amount,payment_type
2023-03-13,413267.28,1918647.24,354715.04,16787055,16713841,2839005.06,119807
2023-03-14,371727.45,1943417.48,363772.18,18119759,17988653,2891930.99,126560
2023-03-15,548035.61,2310597.5,431024.0,20148228,19974661,3404896.8,141392
2023-03-16,454279.51,2437370.91,450042.19,20734118,20567308,3581030.52,146608
2023-03-17,435304.72,2226613.8,403389.63,18543878,18292620,3258681.2399999998,135254
2023-03-18,441509.3,2202269.69,395212.77,19655370,19536602,3175632.84,145279
2023-03-19,415611.6,2052714.34,371562.26,16157026,16016169,2944879.32,120200
2023-03-20,374392.0,1862852.3,339645.49,15066255,15007696,2733879.71,110272
2023-03-21,377792.01,1938463.81,356623.41,16894686,16829987,2861171.75,121950
2023-03-22,365046.45,2016911.82,378364.65,17659586,17451630,2984926.67,125646
2023-03-23,407526.93,2213833.24,413665.1,18897402,18735276,3267531.79,134423
2023-03-24,439086.56,2095056.03,389557.45,18293816,18030230,3107691.35,132401
2023-03-25,366767.96,2036230.51,370238.9,18713898,18625048,2953791.82,136341
2023-03-26,605038.09,1930049.41,349125.6,15025180,15008721,2766435.1,112498
2023-03-27,389181.0,1874187.27,344634.89,15960776,15873474,2773603.67,115592
2023-03-28,372199.95,1973697.11,365563.4,17340515,17241848,2914853.74,123755
2023-03-29,413729.7,2120580.6,395561.89,18540822,18407304,3134213.05,132012
2023-03-30,506405.43,2314102.28,427745.08,19836160,19693620,3402866.52,141027
2023-03-31,438575.67,2208234.52,409293.0,18970507,18769464,3262332.7,137520
2023-04-01,432220.43,2102426.78,379456.12,18924502,18822640,3039816.04,138693
2023-04-02,420043.8,2000952.04,357405.18,16092601,16035104,2867286.89,119847
2023-04-03,521198.82,1904685.11,342784.55,16112584,16059302,2789054.7,117361
2023-04-04,412003.5,2000135.7,367166.71,18171971,17951132,2962609.48,130085
2023-04-05,431197.28,2177532.32,398640.68,19558198,19272732,3205911.56,137424
2023-04-06,387911.88,2054329.77,372848.64,17962212,17743704,3033665.88,130795
2023-04-07,435415.75,1926060.39,345532.44,17390859,17145531,2856889.49,130308
2023-04-08,322142.26,1770388.78,307377.19,16513678,16330944,2555305.96,123862
2023-04-09,356822.24,1753561.47,303311.95,14280674,14158819,2507279.67,108549
2023-04-10,424792.32,1810960.12,321729.91,14848479,14753903,2653509.79,110162
2023-04-11,531728.74,2017142.4,366387.88,17480929,17427798,2974045.18,126453
2023-04-12,411553.41,2113607.79,389849.09,18874234,18816656,3130864.55,136203
2023-04-13,442287.49,2338805.65,428034.59,20301672,20181033,3445645.07,145916
2023-04-14,451367.19,2341775.49,426525.5,20518110,20283049,3459697.28,148035
2023-04-15,598650.15,2214018.73,394644.11,19314963,19160067,3173074.85,140877
2023-04-16,410504.04,2010510.97,359197.93,15900189,15854091,2876431.7,117221
2023-04-17,392381.98,1988685.13,360570.16,16289878,16228534,2914690.02,117257
2023-04-18,433211.16,2232834.4,411112.35,19280203,19188470,3286235.23,135939
2023-04-19,472590.08,2278095.03,424535.41,19673471,19595349,3356657.36,138788
2023-04-20,457637.57,2525877.58,469625.37,20926365,20707175,3708651.29,147413
2023-04-21,430359.96,2246672.16,412737.97,19257979,19098360,3326577.81,138482
2023-04-22,592744.01,2156312.94,383392.54,19225324,19154954,3098491.35,140271
2023-04-23,460185.58,2085747.86,371744.12,15837086,15811130,2976827.8,116629
2023-04-24,394696.28,2052742.14,375343.06,16638312,16591696,3010904.8,120107
2023-04-25,434828.17,2234953.87,412605.51,18894901,18823531,3281310.68,133387
2023-04-26,421661.54,2352304.34,442542.57,20196826,20088685,3465337.09,141493
2023-04-27,435315.42,2513568.63,468367.17,20799602,20655254,3683699.96,146066
2023-04-28,440407.09,2387471.36,439912.22,20478819,20268572,3521923.33,146449
2023-04-29,368449.75,2090322.78,363440.06,18170552,18014122,2979775.29,131095
2023-04-30,744883.6599999999,1979630.29,351671.51,15336562,15187168,2814673.01,110826
2023-05-01,461964.18,2112571.17,381642.45,16625553,16497818,3079946.14,120038
2023-05-02,384727.23,2231881.56,414069.39,19346910,19267371,3283741.81,136303
2023-05-03,396479.61,2312629.69,434387.03,20105113,19961352,3417053.92,140861
2023-05-04,496007.7,2486226.73,466861.42,21269853,21130313,3661644.23,148334
2023-05-05,647800.95,2342775.7,431266.7,20141519,19894799,3457889.08,144486
2023-05-06,432139.5,2230970.92,395036.92,19757098,19602534,3201898.02,144688
2023-05-07,445008.81,2115426.37,374082.58,16278466,16262093,3019346.57,120492
2023-05-08,485017.57,2006382.61,367263.73,16498688,16362155,2948033.14,119306
2023-05-09,618330.03,2247922.4,418608.23,19455210,19384418,3319205.54,137145
2023-05-10,479613.9,2454076.15,455162.29,20227768,20146446,3583059.62,142082
2023-05-11,842316.33,2593112.13,482059.85,21849237,21622308,3809608.2399999998,152528
2023-05-12,471359.61,2496551.62,454746.32,20918561,20693697,3656826.38,149194
2023-05-13,415067.48,2291092.02,403549.09,19918323,19837861,3276954.38,144921
2023-05-14,513155.03,2227563.91,390221.77,17699158,17619481,3182763.29,130831
2023-05-15,434968.47,2230384.48,410349.17,18222910,18109865,3274221.0,129737
2023-05-16,447812.76,2488470.89,459559.58,20861997,20775466,3646858.75,146790
2023-05-17,612220.5,2664316.82,499161.98,22138054,22065079,3905637.7,154661
2023-05-18,525454.82,2782755.11,517423.88,22479112,22338502,4062486.42,157264
2023-05-19,562537.58,2481522.06,456166.35,21238806,21015802,3655874.38,151707
2023-05-20,401527.36,2311416.66,404516.47,19395166,19329888,3290607.86,139245
2023-05-21,439993.88,2234696.66,394394.64,16593001,16617145,3171458.11,121900
2023-05-22,598572.1799999999,2085612.97,384719.65,17375255,17292843,3074757.4,124103
2023-05-23,400067.09,2244146.03,419539.56,19616290,19522478,3315582.61,137627
2023-05-24,478223.46,2411397.33,451659.96,21130307,20927256,3566276.65,147381
2023-05-25,730766.17,2354691.61,431620.77,19606144,19392681,3445970.42,139242
2023-05-26,554301.9400000001,2024325.14,360328.54,16780359,16594046,2964314.34,124321
2023-05-27,350946.32,1785181.98,299492.94,15022163,14895613,2538635.87,116152
2023-05-28,348636.25,1692927.68,278248.11,13248240,13119025,2391351.98,103073
2023-05-29,484442.93,1640823.67,280903.41,11995482,11886569,2330385.5,91064
2023-05-30,377293.27,2024298.03,359678.97,16752394,16716085,2954135.52,120495
2023-05-31,432803.09,2233848.05,407079.79,19276147,19142549,3278758.05,135667
2023-06-01,86.71,382.9,49.85,2186,2867,533.05,20
2023-06-10,1.06,82.8,16.11,180,320,113.46,3
2023-06-12,17.08,70.0,16.15,132,170,96.9,1
2023-06-14,7.16,48.4,14.4,517,950,84.3,4
2023-06-17,18.72,77.9,17.18,337,356,103.08,2
2023-07-02,3.9,19.1,4.82,114,48,28.92,1
2023-07-05,6.630000000000001,48.6,17.009999999999998,841,968,91.11,5
2023-07-25,1.29,8.6,2.72,230,68,16.32,1
2023-07-27,4.25,30.5,9.11,118,304,50.11,2
2023-08-15,6.0,33.3,8.059999999999999,136,511,51.36,2
2023-09-05,0.45,5.8,2.16,170,233,12.96,1
