pickup_date,trip_distance,fare_amount,tip_amount,PULocationID,DOLocationID,ehail_fee,total_amount,payment_type
2021-03-16,12256.36,53880.54,2110.46,307134,357998,0,63670.57,1916.0
2021-03-17,13207.47,59030.09,2081.08,343482,394929,0,69520.01,2053.0
2021-03-18,69696.34,61263.17,2304.09,340637,400538,0,72229.08,2155.0
2021-03-19,246772.88999999998,62936.69,2673.38,353712,403710,0,74269.15,2235.0
2021-03-20,9572.21,40785.34,2376.55,230927,281846,0,48279.36,2067.0
2021-03-21,175756.31,32420.89,1501.81,175202,208370,0,38158.95,1478.0
2021-03-22,73919.95999999999,60086.43,1739.18,327384,374604,0,70230.92,1980.0
2021-03-23,25938.22,58971.54,2028.88,327834,372557,0,69208.1,1917.0
2021-03-24,73768.7,60937.81,2480.85,343353,393920,0,72184.75,2086.0
2021-03-25,74768.9,64979.96,2374.23,354640,401298,0,76097.24,2213.0
2021-03-26,13431.23,60952.78,2224.81,346580,394292,0,71843.12,2264.0
2021-03-27,52238.64000000001,43310.96,2482.49,239491,291691,0,51298.42,2021.0
2021-03-28,6787.61,28086.23,1709.76,147670,188472,0,33438.9,1226.0
2021-03-29,13383.11,57646.56,1789.69,316337,371267,0,67850.49,1870.0
2021-03-30,74101.03,61545.8,2216.52,337980,390550,0,72415.88,2147.0
2021-03-31,149772.52,60196.0,2120.78,345443,397740,0,70936.66,2213.0
2021-04-01,24823.94,64391.1,2600.75,361496,413436,0,75971.53,2395.0
2021-04-02,24400.86,54788.35,2523.23,307693,368697,0,64953.31,2198.0
2021-04-03,9670.72,40665.48,2206.44,225403,271514,0,47903.74,1953.0
2021-04-04,19288.899999999998,35660.24,1753.34,180080,230328,0,42072.72,1442.0
2021-04-05,63758.62,61674.2,2232.19,335888,381060,0,72602.74,2012.0
2021-04-06,218450.43,63783.5,2223.27,355310,414385,0,74952.86,2366.0
2021-04-07,151503.8,65224.1,2263.48,361717,415383,0,76396.39,2304.0
2021-04-08,15528.28,70134.12,2818.23,382347,448273,0,82406.73,2536.0
2021-04-09,203722.24999999997,67164.83,2922.22,376925,425675,0,79439.53,2437.0
2021-04-10,62503.33,46043.23,2397.15,251671,294896,0,54001.8,2119.0
2021-04-11,44389.47,28111.03,1672.77,157969,188445,0,33443.32,1300.0
2021-04-12,81985.85,62576.35,2382.25,342840,399090,0,73699.39,2110.0
2021-04-13,47230.509999999995,65185.51,2266.7,360004,407239,0,76445.14,2202.0
2021-04-14,93772.49,69489.06,2519.21,372922,441927,0,81798.27,2405.0
2021-04-15,287336.68,66377.89,2613.69,378613,433877,0,78214.3,2343.0
2021-04-16,54389.19,69102.41,2583.19,368737,425732,0,81433.71,2374.0
2021-04-17,68146.64,45342.98,2529.47,247468,305058,0,53817.12,2105.0
2021-04-18,7984.68,35142.09,1957.02,190266,235105,0,41496.61,1629.0
2021-04-19,13990.9,63524.05,2087.27,349313,396885,0,74464.53,2050.0
2021-04-20,116489.45000000001,69019.63,2607.27,366836,420093,0,81158.52,2245.0
2021-04-21,503502.75,67509.7,2414.65,370324,433644,0,79736.19,2328.0
2021-04-22,498255.01999999996,65549.2,2777.1,375125,440308,0,77610.61,2549.0
2021-04-23,312204.66,68065.34,2790.25,376987,431853,0,80359.81,2447.0
2021-04-24,142352.03,49705.01,2767.12,266239,326171,0,58679.02,2183.0
2021-04-25,298359.27999999997,34799.97,1859.6200000000001,180687,232072,0,41316.96,1457.0
2021-04-26,264807.81,67816.66,2383.55,363656,427091,0,79638.64,2145.0
2021-04-27,394441.54,66714.7,2380.0099999999998,351446,414441,0,78422.27,2250.0
2021-04-28,312337.57,70995.99,2621.65,379736,456439,0,83547.4,2551.0
2021-04-29,742247.2000000001,71694.24,2792.7,385575,451851,0,84396.24,2324.0
2021-04-30,305245.8,70088.52,3149.7599999999998,379941,438385,0,82874.81,2458.0
2021-05-01,297696.55,48825.3,2743.54,262342,321718,0,57715.97,2106.0
2021-05-02,9610.88,41011.3,2166.69,212185,259008,0,48578.66,1636.0
2021-05-03,136935.18000000002,65846.16,2361.22,361329,413105,0,77557.85,2195.0
2021-05-04,368051.23,64760.67,2422.6,354336,407144,0,76346.15,2168.0
2021-05-05,153282.58000000002,66399.14,2528.64,357693,420199,0,78089.58,2254.0
2021-05-06,112462.41,71858.17,2995.51,391110,466740,0,84655.96,2517.0
2021-05-07,455032.51,69973.27,2978.83,386619,451577,0,82488.44,2565.0
2021-05-08,475538.12,48072.26,2570.67,256489,328325,0,56847.14,2109.0
2021-05-09,353773.59,42999.87,2121.88,230208,282941,0,50846.56,1775.0
2021-05-10,290165.58999999997,65475.42,2335.75,351455,411717,0,76906.89,2263.0
2021-05-11,226954.18,67411.77,2581.72,357240,421697,0,79254.26,2345.0
2021-05-12,170500.43000000002,66173.95,2628.66,363501,436471,0,78271.06,2376.0
2021-05-13,53618.21,51527.36,2246.87,286969,334871,0,60877.64,1909.0
2021-05-14,384129.92,65485.52,3073.65,364993,428263,0,77698.57,2501.0
2021-05-15,224216.28,50077.33,3191.29,273884,346704,0,59728.340000000004,2282.0
2021-05-16,218381.91,41410.86,2287.41,223219,280248,0,49163.88,1753.0
2021-05-17,691974.17,59889.35,2553.58,338510,402453,0,71044.08,2388.0
2021-05-18,1128199.84,61254.64,2680.46,331483,399809,0,72620.12,2291.0
2021-05-19,1062083.42,66100.82,3029.1,361722,434699,0,78304.71,2654.0
2021-05-20,665001.16,65505.85,3057.14,361127,429451,0,77770.66,2603.0
2021-05-21,1048646.78,62785.79,3217.58,346934,429735,0,74846.56,2697.0
2021-05-22,332284.31,54150.1,3304.67,286537,367314,0,64474.840000000004,2524.0
2021-05-23,116955.28000000001,43096.53,2368.49,224123,281815,0,51049.95,1890.0
2021-05-24,427573.6,60178.8,2561.68,312327,379592,0,71034.28,2331.0
2021-05-25,789065.21,59684.32,2806.4,333521,409291,0,70505.84,2551.0
2021-05-26,387905.54000000004,64445.99,3077.91,349959,422867,0,76373.14,2685.0
2021-05-27,305870.32999999996,65462.66,3272.1,353384,434696,0,77600.54,2836.0
2021-05-28,363822.24,67380.55,3457.86,353717,432512,0,79371.43,2847.0
2021-05-29,770439.67,43881.41,2484.93,241523,304393,0,51990.0,2169.0
2021-05-30,106274.16,35601.3,1744.25,180742,231613,0,42037.38,1559.0
2021-05-31,246721.0,41119.78,2107.52,222257,284799,0,48541.28,1952.0
2021-06-01,760076.5800000001,60835.16,2887.94,337910,414470,0,72247.92,2701.0
2021-06-02,726993.9500000001,62172.33,2900.16,345736,420013,0,73527.74,2757.0
2021-06-03,782861.39,62755.71,3215.65,349009,425025,0,74793.96,2765.0
2021-06-04,228489.68,64306.02,3696.31,351378,426369,0,76736.43000000001,2818.0
2021-06-05,662257.69,54399.82,2987.53,292008,364812,0,64173.35,2652.0
2021-06-06,101953.97,41309.83,2391.37,215549,271150,0,49066.29,1736.0
2021-06-07,529842.97,58256.66,2784.27,322976,399248,0,69092.96,2546.0
2021-06-08,145000.8,57525.53,2563.16,313184,391635,0,67800.75,2533.0
2021-06-09,526842.27,62265.4,3016.71,337222,412849,0,73555.04,2753.0
2021-06-10,421762.64999999997,63124.82,3351.0,345600,423794,0,75007.2,2789.0
2021-06-11,753525.8,62104.2,3099.19,329288,408112,0,73473.4,2709.0
2021-06-12,548032.8200000001,53553.0,3082.95,274073,346406,0,63456.33,2377.0
2021-06-13,254972.58000000002,41797.51,2358.62,209233,274789,0,49757.61,1811.0
2021-06-14,570822.04,56242.6,2685.03,310190,377898,0,66953.19,2499.0
2021-06-15,698073.3,60346.19,3110.82,334657,410764,0,71817.32,2641.0
2021-06-16,659679.23,61283.72,3305.95,334701,419908,0,73029.77,2795.0
2021-06-17,968525.93,65800.87,3619.48,361333,440307,0,78215.16,2944.0
2021-06-18,835022.95,60009.11,3274.17,320120,390537,0,71169.17,2669.0
2021-06-19,527837.58,53104.34,2864.48,288201,355691,0,62628.33,2503.0
2021-06-20,812294.03,42723.34,2589.63,231512,285515,0,50917.16,1950.0
2021-06-21,421884.24,57112.96,2768.27,304775,382721,0,67816.25,2435.0
2021-06-22,357215.10000000003,56671.43,2966.08,304321,383069,0,67707.28,2510.0
2021-06-23,1320967.7,63022.7,3378.03,334231,413388,0,74872.35,2772.0
2021-06-24,616665.25,65824.36,3391.7,343323,422535,0,78114.48,2887.0
2021-06-25,772541.11,65263.72,3694.78,359282,439357,0,77707.47,3019.0
2021-06-26,487776.14999999997,55003.38,3345.17,297848,359421,0,65354.52,2609.0
2021-06-27,565037.17,45641.34,2699.55,237491,301151,0,54249.46,2008.0
2021-06-28,175754.98,56101.92,2776.33,310413,392581,0,66814.98,2546.0
2021-06-29,504953.22000000003,59483.73,2917.83,320579,393682,0,70542.25,2599.0
2021-06-30,719387.67,57050.22,3084.44,320351,384208,0,67843.85,2648.0
2021-07-01,661048.54,61229.45,3005.5099999999998,334899,408446,0,72578.08,2729.0
2021-07-02,650405.92,59734.3,3057.52,328267,403928,0,70673.95,2823.0
2021-07-03,390875.95,43304.79,2035.33,236412,293656,0,51025.3,2106.0
2021-07-04,635037.97,40611.2,1912.84,201885,249575,0,47816.92,1635.0
2021-07-05,566424.9199999999,38202.92,2371.04,206349,260865,0,45361.3,1845.0
2021-07-06,290488.82,60092.66,2943.91,325319,395069,0,71313.05,2581.0
2021-07-07,450927.18,61822.16,2844.11,333273,400940,0,73300.99,2642.0
2021-07-08,476806.3,60679.17,2917.57,315741,393742,0,71696.48,2420.0
2021-07-09,330496.92,55794.88,2914.75,305755,377305,0,66247.83,2501.0
2021-07-10,743411.6900000001,56697.71,2892.3,290138,362917,0,66882.67,2372.0
2021-07-11,341886.12,44137.18,2107.23,220599,267058,0,51863.57,1729.0
2021-07-12,547314.5399999999,53488.56,2758.04,297912,366405,0,63597.88,2398.0
2021-07-13,773875.12,59122.76,2877.13,324577,401688,0,70001.2,2587.0
2021-07-14,550318.55,60662.17,3034.34,327414,403255,0,72204.94,2622.0
2021-07-15,471892.14,62976.87,3309.37,340836,421630,0,74945.86,2737.0
2021-07-16,548589.89,61851.59,3345.12,327692,401805,0,73803.77,2689.0
2021-07-17,186283.41999999998,51437.46,2959.52,272058,334859,0,60948.24,2263.0
2021-07-18,358714.16000000003,43157.94,2438.4,221883,274194,0,51225.43,1729.0
2021-07-19,1059646.93,56645.4,2720.1,303716,377458,0,67102.91,2364.0
2021-07-20,188238.75,44025.86,2260.49,235918,294887,0,52334.33,1873.0
2021-07-21,698343.0599999999,55752.86,2882.36,300995,367619,0,66385.99,2279.0
2021-07-22,662150.57,59192.48,3051.62,306106,379499,0,70351.9,2380.0
2021-07-23,334377.16,63100.29,3101.49,333459,394832,0,75058.01,2512.0
2021-07-24,625248.76,51987.71,2975.35,270985,334561,0,61607.94,2308.0
2021-07-25,353841.26,39479.13,2369.18,204291,265733,0,47277.75,1604.0
2021-07-26,305190.6,61681.08,3125.45,327206,401591,0,73524.7,2558.0
2021-07-27,886238.8099999999,58625.04,3053.49,310770,374760,0,69863.4,2384.0
2021-07-28,626176.39,60122.35,3245.31,322779,394655,0,71862.68000000001,2510.0
2021-07-29,509525.85,61966.34,3450.41,325110,395562,0,74005.33,2549.0
2021-07-30,332597.81,61179.36,3214.21,321195,390046,0,72778.38,2593.0
