pickup_date,trip_distance,fare_amount,tip_amount,PULocationID,DOLocationID,total_amount,payment_type
2008-12-31,5.279999999999999,36.8,5.95,231,492,51.0,3.0
2009-01-01,7.72,34.5,7.2,65,178,43.2,1.0
2022-12-09,10.850000000000001,41.5,0.0,267,220,52.400000000000006,4.0
2023-01-01,5191.36,27501.48,3484.45,148312,209734,34885.03,1800.0
2023-01-02,4527.0,26414.99,3175.47,147915,219774,33659.66,2061.0
2023-01-03,5451.44,34084.35,4244.55,204156,294325,44988.45,2838.0
2023-01-04,5872.38,37121.56,4219.15,230212,325483,48908.01,3230.0
2023-01-05,14978.98,41235.24,4902.3,236059,327183,53844.19,3166.0
2023-01-06,50216.130000000005,41719.22,5076.9,246223,346180,54754.92,3370.0
2023-01-07,5944.43,36047.82,4357.04,208826,292059,45773.16,2806.0
2023-01-08,6815.57,26203.16,3475.61,162032,231925,33994.77,2123.0
2023-01-09,7786.99,36508.27,4517.82,219061,307427,48166.29,2924.0
2023-01-10,6669.55,35918.23,4466.8,214695,301650,47365.53,2786.0
2023-01-11,133132.49,41065.62,5344.87,244269,343670,54574.59,3239.0
2023-01-12,8165.96,41571.8,5495.53,251536,345403,55321.73,3249.0
2023-01-13,9285.39,43368.39,5518.85,246829,340242,57267.04,3247.0
2023-01-14,9529.63,36475.49,4737.56,216503,295824,46712.9,2821.0
2023-01-15,15439.77,30467.12,3998.37,178363,253654,39132.29,2275.0
2023-01-16,4552.13,26310.87,3529.27,154904,227109,34087.99,1990.0
2023-01-17,7471.55,37504.93,4855.04,218086,309970,49582.92,2903.0
2023-01-18,5984.87,38960.95,5264.85,227051,325040,51929.6,2999.0
2023-01-19,15713.5,43857.56,6020.06,265354,362673,58688.47,3227.0
2023-01-20,53009.84,40578.69,5264.42,241637,342336,53905.96,3107.0
2023-01-21,20112.21,36481.13,4796.61,212657,291396,46766.19,2757.0
2023-01-22,8855.42,28385.91,4142.0,170094,245482,37111.81,2201.0
2023-01-23,6002.66,38978.13,4991.64,232873,328623,51416.77,3046.0
2023-01-24,11426.12,39593.22,4995.07,240000,344835,52592.49,3116.0
2023-01-25,12613.66,43513.25,6113.68,269168,376751,58470.83,3348.0
2023-01-26,11614.01,44045.47,5648.14,261548,360229,58244.31,3388.0
2023-01-27,6447.18,39837.95,5188.58,240897,337247,52953.78,3107.0
2023-01-28,5816.8,35164.26,4757.53,212171,285959,45295.09,2678.0
2023-01-29,73546.49,28448.09,3694.17,169862,242015,36434.26,2117.0
2023-01-30,8226.09,36815.59,4694.57,224227,313753,48783.26,2893.0
2023-01-31,13170.0,38772.7,4960.57,228632,317049,51141.36,2975.0
2023-02-01,41120.53,40543.89,5402.49,249321,355500,54269.78,3253.0
2023-02-02,13075.68,42051.4,5405.41,253972,352913,55765.16,3283.0
2023-02-03,10539.75,44999.76,5805.52,276781,384054,59861.73,3441.0
2023-02-04,8595.63,31099.46,4018.08,194016,256159,39822.94,2213.0
2023-02-05,9941.5,28828.98,3721.27,172733,240812,36952.65,2170.0
2023-02-06,5859.32,36284.74,4736.87,229305,321477,48241.76,2957.0
2023-02-07,243113.42,40535.54,5209.82,244495,343882,53728.26,3145.0
2023-02-08,57791.08,42066.6,5438.25,252709,354257,55794.55,3281.0
2023-02-09,23641.03,45115.82,6142.05,261979,366621,60004.77,3273.0
2023-02-10,105811.47,44191.86,5703.56,254729,358289,58642.77,3327.0
2023-02-11,7381.25,38490.14,4644.0,226173,302700,48788.04,2806.0
2023-02-12,9252.11,31419.6,4049.88,191618,260199,40408.13,2368.0
2023-02-13,52930.28,35690.08,4764.18,219864,315050,47594.16,2794.0
2023-02-14,15198.800000000001,41383.4,5107.29,248294,346302,54390.64,3137.0
2023-02-15,90732.13,43539.3,5911.44,255578,364597,58027.24,3234.0
2023-02-16,9503.91,44375.74,5852.33,266736,368313,59075.72,3315.0
2023-02-17,11979.85,45219.95,5909.46,265743,360381,59826.66,3364.0
2023-02-18,12151.65,35792.09,4307.4,212352,289533,45369.34,2768.0
2023-02-19,5484.51,30389.39,3956.02,179435,248506,38988.76,2292.0
2023-02-20,5607.1,30906.69,3801.59,181122,256583,39382.48,2235.0
2023-02-21,6600.59,39117.36,5013.67,234669,330917,51929.48,2975.0
2023-02-22,20044.16,41045.24,5391.21,250611,349201,54476.0,3124.0
2023-02-23,13240.62,42595.67,5554.12,253355,354651,56616.59,3217.0
2023-02-24,42131.939999999995,43272.1,5559.38,262563,365403,57602.88,3479.0
2023-02-25,6757.35,34708.25,4577.01,210250,282900,44506.51,2572.0
2023-02-26,9205.35,30456.95,4146.87,173342,240176,39221.02,2156.0
2023-02-27,22622.17,38088.31,4565.56,236448,331849,50262.27,3150.0
2023-02-28,27298.25,36285.97,4828.09,220193,309478,48369.91,2778.0
2023-03-01,12591.28,42951.99,5494.04,260095,358771,56782.83,3356.0
2023-03-02,46569.310000000005,43137.24,5525.96,255929,369331,57278.85,3324.0
2023-03-03,41709.14,46216.36,5522.92,268347,367705,60569.53,3559.0
2023-03-04,9945.03,36824.53,4378.99,212980,295508,46778.57,2858.0
2023-03-05,16132.22,31935.74,4380.94,185186,256448,40996.68,2378.0
2023-03-06,23734.6,38234.51,4763.66,222624,318981,50396.02,3000.0
2023-03-07,22085.74,42774.06,5382.37,254542,357576,56608.93,3389.0
2023-03-08,6682.92,42418.44,5542.42,243975,345150,56247.61,3343.0
2023-03-09,7416.42,46070.06,5956.83,259461,366790,60839.34,3265.0
2023-03-10,7739.15,43908.3,5671.57,254904,351249,58039.02,3203.0
2023-03-11,12368.87,35172.89,4574.2300000000005,204325,288274,45100.87,2750.0
2023-03-12,11243.09,29883.95,4264.71,168829,251585,38843.81,2243.0
2023-03-13,59499.64,39279.97,4966.87,237495,337077,52111.49,3037.0
2023-03-14,113804.75999999998,38751.27,5187.49,230923,327508,51498.26,2908.0
2023-03-15,16576.06,44131.73,5675.5,253704,360655,58311.63,3230.0
2023-03-16,16440.81,46678.06,5794.08,260158,360469,61379.18,3422.0
2023-03-17,64752.46,46079.81,5525.09,263380,357844,60017.4,3450.0
2023-03-18,19828.32,37297.45,4498.97,204451,284408,47002.17,2800.0
2023-03-19,11949.98,32512.31,4230.92,181317,256665,41637.53,2354.0
2023-03-20,22421.03,39055.91,4879.9,225095,316829,51542.86,3057.0
2023-03-21,8457.13,39167.43,4729.92,219557,307674,51250.45,2957.0
2023-03-22,22870.230000000003,39010.83,4663.3,222247,316927,51130.78,2999.0
2023-03-23,31849.68,39006.08,5007.06,222571,310043,51462.69,2847.0
2023-03-24,14646.8,40731.78,5061.7,234327,321404,53632.33,3079.0
2023-03-25,10165.380000000001,35255.41,4440.91,201212,271214,44772.97,2576.0
2023-03-26,82836.75,28615.95,3601.2,166096,237717,36533.35,2169.0
2023-03-27,51598.189999999995,37872.98,4693.04,228958,316408,50160.42,2981.0
2023-03-28,5823.62,36334.9,4640.37,208403,300135,47940.37,2764.0
2023-03-29,19769.579999999998,40586.25,5428.02,239927,332345,53878.47,3062.0
2023-03-30,98636.40000000001,44028.91,5647.65,256272,350454,57825.21,3201.0
2023-03-31,6750.26,42034.0,5299.84,244266,320441,55338.39,3167.0
2023-04-01,27575.64,35127.05,4479.81,204064,272900,44739.76,2530.0
2023-04-02,27046.75,31671.55,4152.16,182106,257889,40573.46,2302.0
2023-04-03,22515.03,38930.96,4798.01,228706,321484,51148.02,3008.0
2023-04-04,19248.6,39785.03,5055.97,226814,318850,52557.45,2986.0
2023-04-05,6179.26,40897.54,5293.04,231949,330108,54079.08,2995.0
2023-04-06,10526.47,39752.16,5466.71,220865,313958,52893.32,2831.0
2023-04-07,143006.27,36624.42,4428.89,211311,295355,48276.41,2888.0
2023-04-08,5749.03,33886.94,4028.5099999999998,193079,263117,42798.6,2530.0
2023-04-09,36023.07,32618.11,4257.7,183163,264708,41879.31,2361.0
2023-04-10,6340.55,38403.25,4904.59,222479,320532,50799.14,2804.0
2023-04-11,6331.17,39189.66,5175.82,223364,326284,52003.73,2855.0
2023-04-12,15893.72,38112.81,4969.91,208977,300302,50292.22,2787.0
2023-04-13,21261.92,40172.9,5272.92,223992,317125,52957.07,2952.0
2023-04-14,32300.05,41367.85,5387.53,231911,323281,54810.58,3056.0
2023-04-15,6215.67,38388.46,4634.51,206407,288066,48363.27,2661.0
2023-04-16,5749.95,32669.829999999998,4236.06,173638,248482,41834.04,2261.0
2023-04-17,79336.98000000001,38494.78,4847.07,223538,316421,50631.4,2877.0
2023-04-18,20308.61,40783.64,5431.13,237457,331009,53939.37,3002.0
2023-04-19,6297.93,40104.48,5165.95,222854,312369,52730.18,2818.0
2023-04-20,22521.100000000002,45282.1,5797.24,244310,337858,59238.59,3073.0
2023-04-21,15041.679999999998,34347.24,4187.77,194720,264006,44881.21,2408.0
2023-04-22,6459.85,38156.63,4849.95,210570,286688,48464.28,2601.0
2023-04-23,5375.18,31903.58,4470.2,168728,249670,41121.98,2115.0
2023-04-24,123827.76,38502.39,5071.8,223437,313472,51015.59,2757.0
2023-04-25,17517.21,43364.68,5644.58,232342,337416,57088.41,3017.0
2023-04-26,7094.56,44984.18,5754.72,250072,350071,59100.55,3201.0
2023-04-27,7509.73,48302.46,6282.53,262433,372023,63568.54,3340.0
2023-04-28,67022.36,47448.67,6461.72,266810,369584,63011.68,3352.0
2023-04-29,17415.24,34201.86,4749.7,192103,261053,43869.66,2276.0
2023-04-30,50077.65,31122.94,4778.28,172772,252723,40580.77,2134.0
2023-05-01,161073.74,42252.57,5379.73,239342,342635,55411.4,3118.0
2023-05-02,16977.21,37757.44,4802.2,209338,294415,49654.39,2756.0
2023-05-03,14846.439999999999,39918.18,5301.49,227997,326549,52950.92,2927.0
2023-05-04,11201.5,41175.67,5604.97,225582,328089,54763.79,3009.0
2023-05-05,14435.86,40602.45,5179.19,228647,312043,53498.84,2948.0
2023-05-06,17426.36,38947.49,5025.2,204163,279966,49335.84,2682.0
2023-05-07,28398.62,33388.35,4268.24,171527,247004,42637.29,2300.0
2023-05-08,5988.46,38547.14,5037.89,218595,306584,51019.33,2887.0
2023-05-09,40704.66,40095.68,5501.63,226547,319509,53235.56,2935.0
2023-05-10,22901.77,41683.57,5494.08,232187,319563,54582.45,2925.0
2023-05-11,7519.96,47581.37,6570.43,263119,372020,63432.7,3264.0
2023-05-12,147722.16,45692.88,5969.07,251462,353168,60312.15,3279.0
2023-05-13,43509.719999999994,39261.27,4995.5,215933,294194,49806.17,2627.0
2023-05-14,28230.93,37322.29,4895.29,199457,293360,47807.73,2505.0
2023-05-15,287028.58,40911.95,5362.74,231773,330108,54148.84,2956.0
2023-05-16,14534.68,43239.42,5812.61,236146,336558,56989.83,2853.0
2023-05-17,32567.190000000002,49325.2,6921.71,258405,371154,65147.06,3143.0
2023-05-18,99725.25,49339.52,7025.13,263455,365577,65416.1,3199.0
2023-05-19,73583.84,48980.88,6442.85,259388,362147,64297.13,3298.0
2023-05-20,16853.03,39525.94,5213.07,211191,291940,50177.36,2493.0
2023-05-21,19137.57,37204.83,5092.15,182092,268523,47542.28,2271.0
2023-05-22,48226.53,38862.64,4880.99,219453,319763,51277.93,2967.0
2023-05-23,17264.91,39489.26,5473.17,218219,315668,52656.48,2693.0
2023-05-24,18919.640000000003,43861.57,6205.64,244647,350935,58842.01,3004.0
2023-05-25,17810.93,43379.31,5995.14,233759,341522,57948.9,3059.0
2023-05-26,6801.94,42186.93,5236.28,230128,316737,55161.61,2903.0
2023-05-27,9623.02,34670.22,4215.74,177055,250390,43722.51,2334.0
2023-05-28,16791.699999999997,29569.65,3802.96,155841,219493,37625.36,1975.0
2023-05-29,12755.57,29645.5,4074.39,160849,240396,38290.14,2056.0
2023-05-30,6351.57,39681.02,5116.68,211871,309220,52179.71,2735.0
2023-05-31,27116.1,43968.89,5978.87,229445,328318,57927.21,2907.0
2023-06-01,3.64,20.5,5.75,255,97,28.75,1.0
2023-06-05,2.28,14.2,3.34,129,146,20.04,1.0
2023-06-06,0.24,0.0,0.0,248,248,0.0,6.0
